"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"hsa04066","Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","38/2394","110/8545",0.345454545454545,1.23304473304473,1.53466263931101,0.0786376922282385,0.183310836613124,0.120808972413226,"IGF1/IFNGR1/EDN1/MKNK1/TF/ANGPT2/MAPK1/EP300/ANGPT4/FLT1/ALDOC/LDHB/EPAS1/AKT3/TEK/PIK3CA/CDKN1A/PDHA1/IL6/TLR4/ALDOB/RPS6/EGF/ARNT/CAMK2D/PIK3R1/EGFR/CAMK2G/ANGPT1/PRKCA/IL6R/NOS3/LDHAL6A/MAP2K1/PFKFB3/LDHAL6B/NPPA/PLCG2",38,38,110
"hsa04614","Organismal Systems","Endocrine system","hsa04614","Renin-angiotensin system","10/2394","23/8545",0.434782608695652,1.55188696378628,1.65334359807979,0.0813573590718409,0.188377777716679,0.124148283712594,"CMA1/CTSG/LNPEP/ACE2/MAS1/ENPEP/ACE/ANPEP/KLK2/MME",10,10,23
"hsa04977","Organismal Systems","Digestive system","hsa04977","Vitamin digestion and absorption","11/2394","26/8545",0.423076923076923,1.51010539168434,1.62507013165591,0.0832491888742824,0.19147313441085,0.126188244188386,"SCARB1/APOB/FOLH1/CUBN/ABCD4/LRAT/SLC19A3/PLB1/LMBRD1/BTD/TCN2",11,11,26
"hsa04514","Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","53/2394","160/8545",0.33125,1.18234388053467,1.4525111677475,0.0878294133379401,0.200191915461327,0.1319342600752,"SELE/CLDN11/CNTN1/CLDN18/NEO1/ITGA8/SIGLEC1/GLG1/ITGA6/CD40/CD99L2/PTPRS/ITGB8/CLDN15/VSIR/ICAM2/CNTNAP1/NECTIN1/SLITRK3/LRRC4B/CLDN10/ITGA9/NLGN4X/NCAM1/ESAM/ITGB1/JAM2/CLDN8/MPZ/SDC3/CADM3/NFASC/CLDN19/CLDN2/JAM3/SDC2/NLGN1/NEGR1/PTPRM/CD34/SELP/NECTIN3/CDH4/SLITRK4/CDH5/NRXN1/CLDN5/SLITRK2/NLGN3/PDCD1LG2/HLA-E/CD8B2/PECAM1",53,53,160
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","23/2394","63/8545",0.365079365079365,1.30309238705229,1.50631568416267,0.0883108612166326,0.200191915461327,0.1319342600752,"PTGS2/PTGR1/PTGDS/LTA4H/PLA2G4A/EPHX2/PTGIS/PLA2G5/CYP2C9/PTGR2/CYP2U1/HPGDS/PLB1/CYP2C19/GPX4/JMJD7-PLA2G4B/PLAAT3/PTGR3/PLA2G6/PLA2G2A/AKR1C3/PLA2G4B/AKR1C8",23,23,63
"hsa03265","Genetic Information Processing","Information processing in viruses","hsa03265","Virion - Ebolavirus, Lyssavirus and Morbillivirus","6/2394","12/8545",0.5,1.78467000835422,1.69686242524651,0.0887807625089364,0.200191915461327,0.1319342600752,"NGFR/FCGR2B/CD209/CLEC4M/NPC1/NCAM1",6,6,12
"hsa04370","Environmental Information Processing","Signal transduction","hsa04370","VEGF signaling pathway","22/2394","60/8545",0.366666666666667,1.30875800612643,1.49722737457777,0.0902879587904357,0.202268479108444,0.133302796300302,"PTGS2/PXN/MAPK1/NFATC2/PPP3CB/MAPK14/PLA2G4A/AKT3/PPP3CC/PIK3CA/KDR/RAF1/PPP3CA/PIK3R1/PRKCA/NOS3/JMJD7-PLA2G4B/MAP2K1/MAPK11/PPP3R2/PLCG2/PLA2G4B",22,22,60
"hsa03272",NA,NA,"hsa03272","Virion - Hepatitis viruses","18/2394","48/8545",0.375,1.33850250626566,1.46713314102003,0.0980021517678874,0.218133821676911,0.143758674240161,"CLDN11/CLDN18/SCARB1/CLDN15/CD81/LDLR/VPS4A/CLDN10/HSPG2/EGFR/TGOLN2/CLDN8/CLDN19/CLDN2/IST1/CLDN5/DPP4/CHMP1B",18,18,48
"hsa04150","Environmental Information Processing","Signal transduction","hsa04150","mTOR signaling pathway","52/2394","158/8545",0.329113924050633,1.17471949916987,1.38288615127316,0.0992043534896837,0.219394243294493,0.144589341118567,"IGF1/RRAGD/FNIP2/WNT8A/EIF4B/TNFRSF1A/LRP6/RPS6KA2/STRADB/WNT11/MAPK1/SOS2/CAB39L/WDR59/GRB10/WNT5B/SOS1/RRAGC/AKT3/SGK1/PIK3CA/WNT1/CLIP1/RAF1/PRKAA1/LPIN3/WNT2B/LPIN1/CAB39/RPS6/PIK3R1/PRKCA/FLCN/FZD7/DEPTOR/RRAGA/FZD1/BRAF/WNT9B/LRP5/FZD5/RICTOR/TSC1/MAP2K1/IRS1/WNT10B/PTEN/FZD4/RPS6KA3/PRR5/ATP6V1E2/CASTOR2",52,52,158
"hsa04146","Cellular Processes","Transport and catabolism","hsa04146","Peroxisome","29/2394","83/8545",0.349397590361446,1.24711880101861,1.41132863510621,0.100471930173221,0.220782266941155,0.145504102698061,"PEX3/ACSL4/MLYCD/ECH1/PHYH/EHHADH/PECR/SCP2/ABCD4/EPHX2/CAT/HACL1/HSD17B4/BAAT/IDH1/PEX5/NUDT7/HMGCLL1/ACSL1/XDH/ACOX1/PEX19/NUDT13/PEX11A/AGXT/ABCD2/ACSL5/GSTK1/DDO",29,29,83
"hsa04978","Organismal Systems","Digestive system","hsa04978","Mineral absorption","22/2394","61/8545",0.360655737704918,1.28730295684567,1.40483239251972,0.105291489401276,0.229908631920507,0.15151873224967,"ATP1A2/ATP2B4/ATP2B1/CYBRD1/FTL/HEPH/SLC26A3/TF/TRPM7/SLC5A1/SLC8A3/TRPM6/ATP1B2/FXYD2/SLC34A2/STEAP1/ATP7A/MT1E/SLC8A1/MT1X/MT1A/MT1M",22,22,61
"hsa00591","Metabolism","Lipid metabolism","hsa00591","Linoleic acid metabolism","12/2394","30/8545",0.4,1.42773600668338,1.46407707764666,0.106079904272451,0.230173377194941,0.151693209684538,"PLA2G4A/PLA2G5/CYP2C9/CYP1A2/CYP3A4/PLB1/CYP2C19/JMJD7-PLA2G4B/PLAAT3/PLA2G6/PLA2G2A/PLA2G4B",12,12,30
"hsa04640","Organismal Systems","Immune system","hsa04640","Hematopoietic cell lineage","34/2394","100/8545",0.34,1.21357560568087,1.3402062813163,0.110962846676486,0.239263638146172,0.157684045277111,"ITGA3/IL4R/CD59/FLT3LG/ITGA6/IL7/FCER2/CD33/CSF3/IL4/IL5/IL1R1/IL1B/CD36/IL6/IL11RA/KIT/CD1C/IL6R/ITGA2/ANPEP/GP9/CD14/CD34/CSF1R/CSF1/IL3RA/CD55/MME/CSF2RA/CR1/ITGA1/CD8B2/ITGB3",34,34,100
"hsa04927","Organismal Systems","Endocrine system","hsa04927","Cortisol synthesis and secretion","23/2394","65/8545",0.353846153846154,1.26299723668145,1.32779114165496,0.118476731092963,0.25387870948492,0.167315945839032,"CACNA1G/SCARB1/PDE8A/PDE8B/ATF2/CREB1/ITPR2/NR4A1/ADCY4/LDLR/ADCY3/CYP11A1/CREB5/ITPR1/CACNA1C/GNAQ/MRAP/ADCY5/ADCY6/CREB3L2/KCNA4/PLCB1/SP1",23,23,65
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","71/2394","224/8545",0.316964285714286,1.13135330886741,1.24278812516792,0.122187807794887,0.260214775859482,0.171491660062999,"MAP3K14/ANAPC4/TNFRSF1A/NFATC3/DLG1/NRP1/MAPK1/EP300/NFKBIA/CD40/NFATC2/MAPK8/PPP3CB/MAPK10/IL2/CCND3/SRF/KAT2B/IL1R1/ATF2/AKT3/CREB1/CCND2/EGR1/NFYB/PPP3CC/PIK3CA/EGR2/CDKN2C/CDKN1A/STAT5A/ZFP36/ADCY4/NFATC1/GPS2/IL15RA/ETS1/IL6/MYC/TLN1/ADCY3/PPP3CA/RB1/CRTC3/SMAD4/PIK3R1/CREB5/CDKN2B/ATM/SLC25A4/ETS2/JAK1/MSX1/TGFBR2/IL15/ANAPC16/SMAD3/MAP2K1/FOS/PTEN/TLN2/KAT5/ADCY5/STAT5B/ADCY6/SMAD2/JUN/CREB3L2/PPP3R2/MAP3K3/HLA-E",71,71,224
"hsa00500","Metabolism","Carbohydrate metabolism","hsa00500","Starch and sucrose metabolism","15/2394","40/8545",0.375,1.33850250626566,1.33867315567184,0.123902307425274,0.261417363582427,0.172284212155009,"GYG2/PYGM/PGM1/PYGL/PYGB/GCK/GYS2/GBE1/TREH/G6PC1/G6PC2/UGP2/GANC/AMY2B/MGAM2",15,15,40
"hsa04918","Organismal Systems","Endocrine system","hsa04918","Thyroid hormone synthesis","26/2394","75/8545",0.346666666666667,1.23737120579226,1.28806207062271,0.124267964137733,0.261417363582427,0.172284212155009,"ATP1A2/SLC26A4/TPO/ATF2/CREB1/ITPR2/TTF1/ATP1B2/ADCY4/TSHB/FXYD2/ADCY3/DUOXA2/DUOX2/CREB5/ITPR1/PRKCA/GNAQ/ALB/TSHR/ADCY5/ADCY6/GPX2/CREB3L2/PLCB1/GPX3",26,26,75
"hsa04981",NA,NA,"hsa04981","Folate transport and metabolism","12/2394","31/8545",0.387096774193548,1.38168000646778,1.32810760718003,0.130818658396087,0.27352992210091,0.180266859416618,"FOLH1/MTHFD1/FOLR1/MTR/ABCG2/BHMT2/SLCO2B1/BHMT/FOLR2/SHMT1/DHFR2/SLCO1B3-SLCO1B7",12,12,31
"hsa00360","Metabolism","Amino acid metabolism","hsa00360","Phenylalanine metabolism","7/2394","16/8545",0.4375,1.56158625730994,1.40264327890411,0.131770514050174,0.273860405706686,0.180484660969166,"MAOB/ALDH3A1/AOC3/AOC2/HPD/MAOA/TAT",7,7,16
"hsa04064","Environmental Information Processing","Signal transduction","hsa04064","NF-kappa B signaling pathway","35/2394","105/8545",0.333333333333333,1.18978000556948,1.22065718171437,0.133830896444112,0.275994892201084,0.181891370603918,"CFLAR/MAP3K14/TAB2/TNFRSF1A/CSNK2A2/PTGS2/CXCL2/ERC1/GADD45B/CARD10/NFKBIA/CD40/CXCL12/BIRC2/IL1R1/GADD45A/TNFSF11/TRIM25/IL1B/EDA2R/EDAR/TLR4/CCL21/RIPK1/TNFRSF11A/ATM/LY96/EDA/CXCL3/CD14/MALT1/TRAF6/CCL13/PLCG2/CCL4",35,35,105
"hsa00340","Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","9/2394","22/8545",0.409090909090909,1.46018455228982,1.34823923549249,0.134397512724006,0.275994892201084,0.181891370603918,"MAOB/ALDH3A2/ASPA/ALDH3A1/ALDH2/ALDH9A1/HNMT/ALDH7A1/MAOA",9,9,22
"hsa04970","Organismal Systems","Digestive system","hsa04970","Salivary secretion","32/2394","97/8545",0.329896907216495,1.17751423231619,1.09688708372778,0.16251941166115,0.331770396586371,0.218649597750286,"ATP1A2/ADRB1/ATP2B4/ATP2B1/NOS1/BST1/ADRA1A/ITPR2/ATP1B2/ADCY4/FXYD2/ADCY3/PRKG2/ITPR1/GUCY1A2/PRKCA/GNAQ/KCNMA1/GUCY1A1/ADRB2/ADRA1B/MUC7/ADCY5/ADCY6/PLCB1/PRKG1/DMBT1/ADRB3/CALM1/RYR3/VAMP2/AMY2B",32,32,97
"hsa00220","Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","9/2394","23/8545",0.391304347826087,1.39669826740765,1.18842912376125,0.168494754357541,0.339945557037144,0.224037346514182,"CPS1/OTC/NOS1/ARG1/ASS1/GLUD1/NOS3/GPT2/GPT",9,9,23
"hsa04964","Organismal Systems","Excretory system","hsa04964","Proximal tubule bicarbonate reclamation","9/2394","23/8545",0.391304347826087,1.39669826740765,1.18842912376125,0.168494754357541,0.339945557037144,0.224037346514182,"MDH1/ATP1A2/SLC4A4/PCK1/ATP1B2/FXYD2/GLUD1/CA4/AQP1",9,9,23
"hsa00430","Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","7/2394","17/8545",0.411764705882353,1.46972824217406,1.20939276705734,0.172290552668169,0.34374708493973,0.226542701287511,"FMO1/FMO4/FMO2/CDO1/GGT7/BAAT/GADL1",7,7,17
"hsa04216","Cellular Processes","Cell growth and death","hsa04216","Ferroptosis","15/2394","42/8545",0.357142857142857,1.27476429168158,1.11357295866118,0.172371726650937,0.34374708493973,0.226542701287511,"GCLC/GCLM/ACSL4/FTL/TF/SLC39A14/MAP1LC3B/SAT2/ACSL1/GPX4/PRNP/ACSL5/MAP1LC3C/MAP1LC3B2/NCOA4",15,15,42
"hsa04929","Organismal Systems","Endocrine system","hsa04929","GnRH secretion","22/2394","65/8545",0.338461538461538,1.20808431334747,1.05055289350733,0.179934403040838,0.356766488787867,0.235122994899098,"CACNA1G/MAPK1/AKT3/KCNJ5/PIK3CA/ITPR2/RAF1/ARRB1/ESR2/KCNN3/TRPC1/PIK3R1/GNRH1/ITPR1/CACNA1C/PRKCA/GNAQ/HCN1/GPER1/MAP2K1/PLCB1/GABBR1",22,22,65
"hsa04130","Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","12/2394","33/8545",0.363636363636364,1.29794182425761,1.06977504906259,0.188743762938214,0.37100026258121,0.244503605545512,"VAMP3/STX7/STX1B/VTI1B/STX2/VAMP4/STX11/STX17/VAMP5/STX8/STX19/VAMP2",12,12,33
"hsa04919","Organismal Systems","Endocrine system","hsa04919","Thyroid hormone signaling pathway","39/2394","122/8545",0.319672131147541,1.14101852993139,0.978684087963405,0.189263902070414,0.37100026258121,0.244503605545512,"ATP1A2/MED17/NCOA1/MAPK1/EP300/KAT2B/AKT3/PIK3CA/THRA/ATP1B2/RAF1/NOTCH2/TBC1D4/MYC/FXYD2/PLCE1/PLCZ1/SLCO1C1/NCOR1/RXRG/PIK3R1/SLC16A2/NOTCH1/FOXO1/THRB/PRKCA/RCAN1/PLCD3/CTNNB1/MAP2K1/RCAN2/PLCB1/MED12/RXRA/PLCD1/PLCG2/PLN/NOTCH4/ITGB3",39,39,122
"hsa05145","Human Diseases","Infectious disease: parasitic","hsa05145","Toxoplasmosis","36/2394","112/8545",0.321428571428571,1.14728786251343,0.978824317263685,0.190340253894658,0.371002189794672,0.244504875654155,"IFNGR1/MAP2K3/LAMC3/LAMA3/TAB2/LAMC2/TNFRSF1A/LAMB4/LAMB1/ITGA6/JAK2/MAPK1/NFKBIA/CD40/LAMA1/MAPK8/MAP2K6/MAPK10/BIRC2/MAPK14/LAMA4/GNAI2/AKT3/GNAI1/LDLR/LAMC1/IL10/TLR4/ITGB1/LY96/JAK1/LAMB2/TRAF6/MAPK11/LAMA2/LAMB3",36,36,112
"hsa04975","Organismal Systems","Digestive system","hsa04975","Fat digestion and absorption","15/2394","43/8545",0.348837209302326,1.24511861047969,1.00524007266846,0.199724923587355,0.387107295717064,0.255118766971429,"DGAT2/PLPP1/SCARB1/ACAT1/APOB/PLA2G5/SLC27A1/CD36/MTTP/ABCG8/PLPP3/ABCA1/AGPAT2/DGAT1/PLA2G2A",15,15,43
"hsa04961","Organismal Systems","Excretory system","hsa04961","Endocrine and other factor-regulated calcium reabsorption","18/2394","53/8545",0.339622641509434,1.21222868491985,0.966844997207471,0.205833123363403,0.396717472404324,0.2614522472596,"ATP1A2/ATP2B4/CLTCL1/ATP2B1/SLC8A3/DNM1/ATP1B2/KL/FXYD2/PRKCA/GNAQ/PTH1R/KLK2/BDKRB2/ADCY6/PLCB1/SLC8A1/DNM3",18,18,53
"hsa04211","Organismal Systems","Aging","hsa04211","Longevity regulating pathway","29/2394","90/8545",0.322222222222222,1.1501206720505,0.893150772280971,0.217144167074211,0.416192986892238,0.274287368935845,"IGF1/SESN1/SIRT1/PRKAG2/PPARGC1A/CAMKK2/ATF2/AKT3/CREB1/FOXO3/CAT/PIK3CA/ADCY4/PRKAB2/PPARG/PRKAA1/KL/ADCY3/PIK3R1/CREB5/SESN3/FOXO1/TSC1/IRS1/ADCY5/ADCY6/ADIPOQ/CREB3L2/IRS2",29,29,90
"hsa04962","Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","15/2394","44/8545",0.340909090909091,1.21682046024151,0.89952123765701,0.228934261220661,0.435811757490625,0.287216901961785,"AVP/DCTN6/CREB1/AVPR2/DYNC1LI2/ADCY3/CREB5/DYNC1I1/AQP4/ADCY6/CREB3L2/DYNC2H1/DYNC1H1/VAMP2/ARHGDIG",15,15,44
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","69/2394","227/8545",0.303964757709251,1.08495357336071,0.809291447894623,0.229906492357373,0.435811757490625,0.287216901961785,"MAP3K14/MGST1/HGF/NDUFS1/PLD1/ABL1/GSTT2/MAPK1/SOS2/NFKBIA/MET/AHR/MAPK8/MAPK10/MAPK14/PRKD3/SOS1/NFE2L2/AKT3/FOXO3/EPHX2/CAT/PIK3CA/PLD2/COX4I2/RAF1/GSTM5/EGF/CYP1A1/CYP1A2/UQCRC2/MGST3/ARNT/EPHX1/PIK3R1/EGFR/AKR1C2/SLC25A4/ATP5F1A/BRAF/COX7A1/NDUFS4/MAP2K1/FOS/PTEN/JUN/PTPN11/PRKD1/MAPK11/AKR1C1/COX8C/AKR1C3/MAP3K5/ND6/CYTB/ND2/ND5/COX1/ND3/ND4/ND1/ATP6/COX3/SDHD/ND4L/GSTM2/ATP8/GSTA1/AKR1C8",69,69,227
"hsa00260","Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","14/2394","41/8545",0.341463414634146,1.21879903009556,0.876083547369774,0.23752137190314,0.445352572318388,0.29350467008626,"MAOB/DLD/CTH/AOC3/AOC2/DMGDH/BHMT/ALAS2/ALDH7A1/SRR/GLYCTK/AGXT/SHMT1/MAOA",14,14,41
"hsa05033","Human Diseases","Substance dependence","hsa05033","Nicotine addiction","14/2394","41/8545",0.341463414634146,1.21879903009556,0.876083547369774,0.23752137190314,0.445352572318388,0.29350467008626,"GABRP/GABRE/SLC17A7/GABRA4/GRIA3/GABRR1/GABRA2/GRIA4/GABRG1/CHRFAM7A/CHRNA7/GRIN2A/GRIN3A/GRIN2B",14,14,41
"hsa04723","Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","46/2394","149/8545",0.308724832214765,1.10194389777576,0.783137433043981,0.242641998664743,0.451586835911231,0.297613292316784,"NDUFS1/GNB5/PTGS2/MGLL/GABRP/MAPK1/GABRE/SLC17A7/MAPK8/GABRA4/MAPK10/MAPK14/GNAI2/CNR1/KCNJ5/ITPR2/GRIA3/GNG11/GNAI1/ADCY4/DAGLA/ADCY3/GABRR1/ITPR1/CACNA1C/GABRA2/GRIA4/PRKCA/GNAQ/GABRG1/ABHD6/NDUFS4/GNG12/ADCY5/ADCY6/GNG7/PLCB1/MAPK11/GNG2/ND6/ND2/ND5/ND3/ND4/ND1/ND4L",46,46,149
"hsa04080","Environmental Information Processing","Signaling molecules and interaction","hsa04080","Neuroactive ligand-receptor interaction","110/2394","370/8545",0.297297297297297,1.06115514010251,0.750256516361127,0.243464207186924,0.451586835911231,0.297613292316784,"CALCR/TAC1/ADRB1/PTGER3/CALCRL/GLP2R/EDN1/ADCYAP1R1/SCTR/GABRP/P2RX6/CTSG/AVP/OXT/GPR50/GABRE/HTR2A/GRIK5/CRHR2/C5/GABRA4/GLP1R/GHR/NR3C1/VIPR1/TACR1/LEPR/CNR1/OGFRL1/CHRNA2/ADRA1A/HCRTR1/PTGFR/EDN3/GRIA3/C3/THRA/AVPR2/MAS1/RXFP2/TSHB/HRH4/SPX/APLNR/NMBR/EDNRB/LHCGR/LPAR6/SSTR1/PTH2R/GLRA3/GABRR1/VIP/LPAR4/GNRH1/ADM/DRD2/ADRA2A/THRB/GABRA2/CYSLTR2/GRIA4/PTH1R/GABRG1/PGRMC2/HTR4/TSHR/AVPR1A/GALR1/CHRFAM7A/PTGDR/BDKRB2/CHRM1/ADRB2/P2RY1/ADRA1B/ADORA2B/S1PR1/GRIK1/PTGER4/NMUR1/LEP/P2RY14/CHRNA7/HTR1F/LYNX1/OXTR/CHRM2/PENK/UTS2R/P2RY13/GRID1/GRIN2A/DRD1/NPY2R/PAQR9/ADRB3/UTS2B/GRM7/HRH1/NMB/LPAR1/GRIN3A/NPY4R/GABBR1/INSL3/NPY4R2/S1PR2/GRIN2B/ADRA2B",110,110,370
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","43/2394","139/8545",0.309352517985612,1.10418432171556,0.7725647796852,0.246813849378456,0.455351754200894,0.300094519931024,"NCOA1/FKBP5/MAPK1/SOS2/HBEGF/GNAI2/SOS1/ATF2/AKT3/CREB1/KCNJ5/PIK3CA/ITPR2/GNAI1/KRT17/ADCY4/RAF1/ADCY3/ESR2/PIK3R1/CREB5/EGFR/SHC3/ITPR1/GNAQ/TGFA/GPER1/NOS3/MAP2K1/FOS/KRT15/KRT13/KRT27/ADCY5/ADCY6/JUN/CREB3L2/PLCB1/SP1/KRT14/CALM1/GABBR1/KRT40",43,43,139
"hsa05100","Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","25/2394","78/8545",0.320512820512821,1.1440192361245,0.79711843633662,0.248159803775891,0.455399639907885,0.300126078474762,"VCL/CLTCL1/ARHGAP10/PXN/CAV2/CAV1/MET/DNM1/GAB1/CBL/PIK3CA/SEPTIN11/PIK3R1/SHC3/ITGB1/DOCK1/ELMO1/WASF2/ILK/CRK/CTNNB1/SEPTIN2/CAV3/CTNNA3/DNM3",25,25,78
"hsa05131","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","75/2394","250/8545",0.3,1.07080200501253,0.708805689608255,0.260069315668581,0.474729703204553,0.312865342157692,"CYTH3/RRAGD/VCL/TAB2/TNFRSF1A/ROCK1/ACTN1/FBXW11/PIK3C3/UBE2D4/PXN/MAPK1/RPS6KA5/NFKBIA/MYL9/NOD1/MYL7/MAPK8/MAPK10/MYL2/MAPK14/IL1R1/RRAGC/AKT3/FOXO3/PIK3CA/SEPTIN7/ITPR2/IL1B/C3/ATG14/ROCK2/CALCOCO2/TLR4/TLN1/RIPK1/CASP1/PLCE1/SEPTIN11/PLCZ1/MAP1LC3B/RPS27A/PIK3R1/TNIP1/EGFR/ATM/ITGB1/DOCK1/FOXO1/UBC/ITPR1/CAST/ELMO1/RRAGA/WASF2/PLCD3/NLRP3/ILK/CRK/SEPTIN2/CD14/PRKCE/TLN2/MALT1/TRAF6/JUN/PLCB1/FOXO4/MAPK11/PLCD1/PIK3R4/CASP4/MAP1LC3C/PLCG2/MAP1LC3B2",75,75,250
"hsa04725","Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","36/2394","116/8545",0.310344827586207,1.10772621208193,0.728756071980436,0.263186202514007,0.477890736143854,0.314948585833936,"FYN/GNB5/JAK2/MAPK1/GNAI2/AKT3/CREB1/PIK3CA/ITPR2/KCNJ2/GNG11/GNAI1/ADCY4/ADCY3/CAMK2D/PIK3R1/CREB5/CAMK2G/ITPR1/CACNA1C/PRKCA/GNAQ/CHRFAM7A/CHRM1/MAP2K1/FOS/GNG12/ADCY5/ADCY6/CHRNA7/GNG7/CHRM2/CREB3L2/PLCB1/KCNJ12/GNG2",36,36,116
"hsa05030","Human Diseases","Substance dependence","hsa05030","Cocaine addiction","16/2394","49/8545",0.326530612244898,1.16549878096602,0.724778691676096,0.280774151309665,0.507157498438924,0.33423652071032,"MAOB/GNAI2/ATF2/CREB1/FOSB/GNAI1/CREB5/DRD2/ADCY5/JUN/CREB3L2/GRIN2A/DRD1/MAOA/GRIN3A/GRIN2B",16,16,49
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","21/2394","66/8545",0.318181818181818,1.13569909622541,0.69039308800707,0.285611019972345,0.513207301512808,0.33822357628304,"IFNGR1/RORA/IL4R/IL2/IL4/IL5/IL18R1/IL18RAP/IL1B/NFATC1/IL6/IL10/TLR4/STAT4/IL23R/STAT6/SMAD3/IL13/SMAD2/JUN/MAF",21,21,66
"hsa00592","Metabolism","Lipid metabolism","hsa00592","alpha-Linolenic acid metabolism","9/2394","26/8545",0.346153846153846,1.23554077501446,0.750374892135911,0.289878375928745,0.515628346908707,0.339819139381482,"PLA2G4A/PLA2G5/ACOX1/PLB1/JMJD7-PLA2G4B/PLAAT3/PLA2G6/PLA2G2A/PLA2G4B",9,9,26
"hsa04976","Organismal Systems","Digestive system","hsa04976","Bile secretion","28/2394","90/8545",0.311111111111111,1.11046133853151,0.657195497922,0.290831140475143,0.515628346908707,0.339819139381482,"CFTR/ATP1A2/SCARB1/ABCB11/SCTR/SLC4A4/SLCO1A2/ABCB1/SLC5A1/ABCG2/ATP1B2/ADCY4/LDLR/UGT2B28/BAAT/FXYD2/ADCY3/EPHX1/ABCG8/CYP3A4/CYP7A1/AQP4/ADCY5/ADCY6/SLC51B/RXRA/AQP1/SLCO1B3-SLCO1B7",28,28,90
"hsa04714","Organismal Systems","Environmental adaptation","hsa04714","Thermogenesis","70/2394","235/8545",0.297872340425532,1.06320766455145,0.612947097081186,0.292380497857498,0.515628346908707,0.339819139381482,"COX15/NDUFS1/MAP2K3/ARID1B/ACSL4/RPS6KA2/MGLL/FGFR1/LIPE/SMARCA2/SMARCD3/SOS2/PRKAG2/PPARGC1A/MAPK14/SOS1/ATF2/CREB1/CNR1/KDM3B/NDUFAF4/ADCY4/COX4I2/PRKAB2/PPARG/PRKAA1/KLB/RPS6/ADCY3/PRKG2/SMARCC2/UQCRC2/PRDM16/CREB5/ACSL1/ATP5F1A/COX7A1/NDUFS4/TSC1/PLIN1/ATP5MG/NPR1/ADCY5/ADCY6/NPPA/RPS6KA3/PNPLA2/COX14/SLC25A20/CREB3L2/MAPK11/PRKG1/COX8C/ADRB3/ACSL5/MAP3K5/ND6/CYTB/ND2/ND5/COX1/ND3/ND4/ND1/ATP6/COX3/SDHD/DPF3/ND4L/ATP8",70,70,235
"hsa00512","Metabolism","Glycan biosynthesis and metabolism","hsa00512","Mucin type O-glycan biosynthesis","12/2394","36/8545",0.333333333333333,1.18978000556948,0.711839810787934,0.292936684040888,0.515628346908707,0.339819139381482,"ST6GALNAC1/GALNT16/GALNT12/GALNT8/GALNT15/ST3GAL2/GCNT4/GALNT11/B3GNT3/ST6GALNAC3/GALNT17/C1GALT1C1L",12,12,36
"hsa05160","Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","48/2394","159/8545",0.30188679245283,1.07753660881764,0.615669678167991,0.296156945667976,0.518650488606353,0.341810848326384,"CFLAR/CLDN11/NR1H3/FAS/PIAS1/CLDN18/TNFRSF1A/SCARB1/MAVS/MAPK1/SOS2/NFKBIA/EIF3E/PPP2CB/CDK6/CLDN15/CD81/SOS1/AKT3/IFNA8/PIK3CA/CDKN1A/LDLR/RAF1/CLDN10/MYC/RIPK1/PPP2R1B/EGF/RB1/IFNAR1/PIK3R1/EGFR/CLDN8/PPP2R2B/BRAF/JAK1/CLDN19/TLR3/CLDN2/CTNNB1/MAP2K1/YWHAG/TRAF6/CLDN5/SOCS3/RXRA/PPARA",48,48,159
"hsa05416","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","22/2394","70/8545",0.314285714285714,1.12179257667979,0.638292607451267,0.301988633915696,0.526192316671288,0.346781206410368,"FYN/NOS1/ABL1/CD40/SNTA1/LAMA1/SGCG/CAV1/SGCA/SSPN/SGCE/DTNA/SGCB/SNTB2/SGCD/SNTB1/CAV3/SGCZ/CD55/LAMA2/DMD/HLA-E",22,22,70
