"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"hsa04510","Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","103/2394","203/8545",0.507389162561576,1.81104444197522,7.29587539297231,3.80137258051161e-12,1.31147354027651e-09,8.64312081463693e-10,"ITGA3/FYN/IGF1/HGF/VCL/FLT4/LAMC3/LAMA3/LAMC2/PPP1R12A/MYLK/ROCK1/ACTN1/PPP1R12B/PAK3/ITGA8/COL4A4/PXN/LAMB4/LAMB1/ITGA6/MAPK1/SOS2/ARHGAP5/MYL9/PAK5/LAMA1/FLT1/ITGB8/CAV2/CAV1/MET/MYL7/PIP5K1B/RAPGEF1/MAPK8/MAPK10/BIRC2/VWF/MYL2/CCND3/LAMA4/PDGFRB/SOS1/RAP1A/AKT3/CCND2/TNN/PIK3CA/PPP1R12C/RAP1B/KDR/RAF1/ITGB4/ROCK2/EMP1/PDGFRA/COL4A2/ITGA7/LAMC1/TLN1/EGF/ITGA10/ITGA9/PDGFC/PIK3R1/MYLK4/EGFR/SHC3/ITGB1/VEGFC/DOCK1/PRKCA/BRAF/ZYX/ITGA2/VEGFD/ILK/CRK/CTNNB1/TNXB/COL4A3/MAP2K1/PDGFD/PTEN/TLN2/LAMB2/VEGFB/JUN/CAV3/COL4A1/PARVB/RELN/LAMA2/LAMB3/FLNA/PDGFA/COL4A6/PARVA/COL6A6/PPP1CB/ITGA1/ITGB3",103,103,203
"hsa04820","Cellular Processes","Cell motility","hsa04820","Cytoskeleton in muscle cells","107/2394","232/8545",0.461206896551724,1.64620423184398,6.22522036250717,2.03494318723031e-09,3.51027699797229e-07,2.31340909706183e-07,"ITGA3/DCN/ATP1A2/FHL1/VIM/VCL/MYOM2/DSG2/SYNE2/PKP2/FBLN1/ITGA8/MYH7B/COL4A4/ITGA6/CAPN3/SUN2/DAAM1/MYL9/SNTA1/TNNC2/MYOM1/LAMA1/SGCG/ITGB8/MYL7/PDLIM1/SGCA/MYH1/MYH3/MYL2/SPTBN1/AMPD1/NID1/LDB3/SSPN/MYH2/SGCE/FLNC/TMOD2/ATP1B2/TNNT3/SYNE1/PDLIM4/ITGB4/MYH10/MYH11/DTNA/COL4A2/ITGA7/TMOD1/TLN1/TPM1/MYOM3/HSPG2/ITGA10/ITGA9/ANK2/DAAM2/DIAPH2/TRIM55/ITGB1/OBSCN/PDLIM3/TTN/FMN2/FMNL2/TRIM63/CSRP1/ACTC1/ZYX/MYL3/SDC3/ACTG2/SGCB/LMOD1/FBLN2/ITGA2/SUN1/FBN1/SNTB2/COL4A3/SDC2/SGCD/LMOD2/TMEM43/TLN2/SNTB1/MYOZ2/SYNPO2/DES/CSRP2/SYNE3/CAPZA3/SGCZ/COL4A1/MYBPC1/LAMA2/COL4A6/SPTAN1/TPM2/CAPZA2/DMD/COL6A6/ITGA1/ACTN3/ITGB3",107,107,232
"hsa04151","Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","149/2394","362/8545",0.411602209944751,1.46914823892143,5.69020521666979,2.67944791147451e-08,3.08136509819569e-06,2.0307394697491e-06,"ITGA3/IGF1/HGF/FLT4/PHLPP2/LAMC3/LAMA3/LAMC2/EIF4B/NGFR/PKN2/PPP2R5A/PPP2R5B/GNB5/PPP2R3A/IL4R/FGFR1/ITGA8/PPP2R5C/FGF20/COL4A4/PHLPP1/FLT3LG/LAMB4/LAMB1/ITGA6/ANGPT2/PPP2R3C/JAK2/MAPK1/SOS2/SGK2/ANGPT4/LAMA1/FGF9/FLT1/RBL2/IL7/PPP2CB/CDK6/ITGB8/MET/FGF8/CSF3/IL2/VWF/GYS2/CCND3/LAMA4/GHR/IL4/FGF1/PDGFRB/SOS1/ATF2/AKT3/CREB1/SGK1/FOXO3/CCND2/TEK/IFNA8/TNN/PIK3CA/NR4A1/PCK1/CDKN1A/GNG11/KDR/G6PC1/RAF1/PRKAA1/ITGB4/NGF/PDGFRA/COL4A2/ITGA7/LAMC1/IL6/TLR4/MYC/RPS6/PPP2R1B/FGF2/EGF/LPAR6/FGF7/IFNAR1/EPHA2/ITGA10/MCL1/ITGA9/PDGFC/PIK3R1/CREB5/EGFR/LPAR4/NTRK2/ITGB1/VEGFC/MAGI1/G6PC2/ANGPT1/PRKCA/PPP2R2B/KIT/FGF17/PKN3/IL6R/JAK1/TGFA/ITGA2/NOS3/VEGFD/TSC1/IGF2/TNXB/CHRM1/COL4A3/MAP2K1/IRS1/YWHAG/PDGFD/PTEN/LAMB2/GNG12/VEGFB/GNG7/CHRM2/CREB3L2/CSF1R/EFNA5/CSF1/IL3RA/NTF3/RXRA/GNG2/COL4A1/RELN/FGF16/LAMA2/LAMB3/PDGFA/COL4A6/LPAR1/COL6A6/ITGA1/NTF4/ITGB3",149,149,362
"hsa04020","Environmental Information Processing","Signal transduction","hsa04020","Calcium signaling pathway","111/2394","254/8545",0.437007874015748,1.55982969234109,5.65052966159395,4.14970001871591e-08,3.47330757787771e-06,2.28904481104984e-06,"CACNA1G/HGF/FLT4/ADRB1/PHKA2/PTGER3/MCOLN3/ATP2B4/MYLK/ATP2B1/NFATC3/FGFR1/FGF20/ITPKC/NOS1/P2RX6/SLC8A3/NFATC2/TNNC2/HTR2A/FGF9/FLT1/PHKB/MET/PPP3CB/FGF8/STIM2/FGF1/PDGFRB/PDE1A/TACR1/CASQ2/ADRA1A/PPP3CC/PTGFR/ITPR2/PDE1B/KDR/ADCY4/HRC/NFATC1/CAMK1/NGF/PDGFRA/EDNRB/ADCY3/LHCGR/PLCE1/FGF2/EGF/PPP3CA/PLCZ1/FGF7/NTRK3/GNAL/ITPKB/CAMK2D/PDGFC/MYLK4/EGFR/NTRK2/CAMK2G/VEGFC/ITPR1/CACNA1C/SLC25A4/CYSLTR2/PRKCA/PDE1C/GNAQ/FGF17/PLCD3/TGFA/C4orf3/HTR4/PHKG1/NOS3/VEGFD/AVPR1A/CHRFAM7A/STIM1/BDKRB2/CHRM1/ADRB2/ADRA1B/ADORA2B/PDGFD/VEGFB/CHRNA7/OXTR/CHRM2/PLCB1/SLC8A1/GRIN2A/DRD1/TRDN/TPCN1/PLCD1/PPP3R2/ADRB3/RYR1/FGF16/HRH1/PDGFA/PLCG2/ASPH/PLN/CALM1/GRIN3A/RYR3/GRIN2B",111,111,254
"hsa04022","Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","79/2394","166/8545",0.475903614457831,1.69866181518052,5.67080594589714,5.0337790983735e-08,3.47330757787771e-06,2.28904481104984e-06,"ATP1A2/ADRB1/PPP1R12A/ATP2B4/MYLK/ROCK1/MEF2A/ATP2B1/NFATC3/IRAG1/MEF2C/MAPK1/SLC8A3/NFATC2/MYL9/PPP3CB/SRF/GNAI2/ATF2/RGS2/AKT3/CREB1/ADRA1A/PPP3CC/KCNJ8/ITPR2/GNAI1/ATP1B2/ADCY4/NFATC1/RAF1/ROCK2/EDNRB/TRPC6/FXYD2/ADCY3/PRKG2/PDE5A/PPP3CA/KCNMB1/MYLK4/GNA12/CREB5/ADRA2A/ITPR1/CACNA1C/SLC25A4/PDE3B/GUCY1A2/GNAQ/KCNMA1/NPR2/GUCY1A1/NOS3/BDKRB2/MAP2K1/IRS1/ADRB2/NPR1/ADRA1B/PRKCE/PDE3A/ADCY5/ADCY6/NPPA/CREB3L2/PLCB1/SLC8A1/PRKG1/IRS2/PDE2A/PPP3R2/ADRB3/KCNMB2/CNGA1/PLN/CALM1/PPP1CB/ADRA2B",79,79,166
"hsa04015","Environmental Information Processing","Signal transduction","hsa04015","Rap1 signaling pathway","95/2394","212/8545",0.44811320754717,1.59946840371369,5.51382993044472,9.35867291564565e-08,5.38123692649625e-06,3.5464444732973e-06,"IGF1/HGF/MAP2K3/FLT4/NGFR/RASGRP2/APBB1IP/FGFR1/FGF20/RAPGEF3/RAPGEF4/ANGPT2/MAPK1/ANGPT4/FGF9/FLT1/MET/RAPGEF1/FGF8/MAP2K6/RAPGEF2/MAPK14/FGF1/PDGFRB/GNAI2/PRKD3/RAP1A/AKT3/CNR1/TEK/ARAP3/PIK3CA/ID1/RRAS/RAP1B/GNAI1/KDR/DOCK4/ADCY4/AFDN/RAF1/NGF/PDGFRA/RAPGEF5/TLN1/ADCY3/PLCE1/FGF2/EGF/FGF7/EPHA2/PDGFC/PIK3R1/EGFR/LPAR4/PARD3/DRD2/ITGB1/VEGFC/MAGI1/RASGRP3/ANGPT1/PRKCA/GNAQ/KIT/BRAF/MRAS/FGF17/RALGDS/VEGFD/CRK/CTNNB1/MAP2K1/P2RY1/ADORA2B/PDGFD/TLN2/ADCY5/VEGFB/ADCY6/PARD6G/CSF1R/PLCB1/GRIN2A/PRKD1/EFNA5/CSF1/MAPK11/FGF16/PDGFA/LPAR1/CTNND1/CALM1/ITGB3/GRIN2B",95,95,212
"hsa04010","Environmental Information Processing","Signal transduction","hsa04010","MAPK signaling pathway","125/2394","300/8545",0.416666666666667,1.48722500696185,5.35938180155751,1.62623437383702e-07,8.01501227105388e-06,5.28220488344055e-06,"MAP3K14/CACNA1G/IGF1/HGF/FAS/MAP2K3/FLT4/TAB2/NGFR/TNFRSF1A/RASGRP2/RPS6KA2/NFATC3/FGFR1/FGF20/MKNK1/MEF2C/MECOM/MAP3K4/FLT3LG/MAP3K20/ANGPT2/GADD45B/MAPK1/SOS2/PPM1A/RPS6KA5/ANGPT4/FGF9/FLT1/MET/MAPK8/PPP3CB/FGF8/MAP3K8/DUSP3/MAP2K6/MAPK10/RAPGEF2/PTPN5/MAPK14/SRF/RASGRF2/FGF1/PDGFRB/IL1R1/SOS1/ATF2/RAP1A/PLA2G4A/GADD45A/AKT3/DUSP1/TEK/PPP3CC/NR4A1/IL1B/RRAS/RAP1B/KDR/JUND/NFATC1/RAF1/RRAS2/NGF/PDGFRA/MYC/ARRB1/MAP2K5/FGF2/EGF/PPP3CA/DUSP6/FGF7/EPHA2/MAP3K6/PDGFC/GNA12/EGFR/NTRK2/VEGFC/CACNA1C/RASGRP3/CACNA2D1/ANGPT1/PRKCA/RASA2/KIT/BRAF/DUSP2/MRAS/FGF17/TGFA/TGFBR2/DUSP7/VEGFD/CACNG2/CRK/IGF2/JMJD7-PLA2G4B/MAP2K1/FOS/CD14/PDGFD/RASGRP4/GNG12/VEGFB/TRAF6/RPS6KA3/JUN/CACNB4/CSF1R/EFNA5/CSF1/MAPK11/NTF3/PPP3R2/IL1RAP/FGF16/FLNA/MAP3K5/PDGFA/MAP3K3/NTF4/PLA2G4B",125,125,300
"hsa00640","Metabolism","Carbohydrate metabolism","hsa00640","Propanoate metabolism","23/2394","32/8545",0.71875,2.56546313700919,5.53472882349926,3.13572811058234e-07,1.35228274768864e-05,8.91206936691824e-06,"ACACB/BCKDHB/HADHA/DLD/ECHDC1/MLYCD/ACSS3/LDHB/EHHADH/ALDH6A1/ACADS/ECHS1/ACSS2/SUCLA2/DBT/MMUT/ACOX1/SUCLG1/LDHAL6A/LDHAL6B/SUCLG2/PCCA/HIBCH",23,23,32
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","102/2394","238/8545",0.428571428571429,1.5297171500179,5.17047254587173,4.64304519240595e-07,1.77983399042228e-05,1.1729798380815e-05,"IGF1/HGF/GAB2/FLT4/NGFR/RASGRP2/GNB5/RASAL2/PLD1/PAK3/FGFR1/FGF20/FLT3LG/ANGPT2/ABL1/MAPK1/SOS2/ANGPT4/PAK5/FGF9/FLT1/RASA4/MET/MAPK8/FGF8/MAPK10/GAB1/RASGRF2/FGF1/PDGFRB/SOS1/RAP1A/PLA2G4A/AKT3/TEK/PIK3CA/RRAS/RAP1B/PLA2G5/GNG11/KDR/PLD2/AFDN/RAF1/RRAS2/NGF/PDGFRA/ETS1/RAPGEF5/PLCE1/FGF2/EGF/FGF7/KSR1/EPHA2/RGL1/PDGFC/PIK3R1/EGFR/NTRK2/SHC3/VEGFC/RASGRP3/ANGPT1/PRKCA/RASA2/KIT/ETS2/MRAS/FGF17/RALGDS/TGFA/VEGFD/IGF2/JMJD7-PLA2G4B/MAP2K1/RASA4B/PDGFD/RASGRP4/GNG12/VEGFB/PLAAT3/GNG7/PTPN11/CSF1R/GRIN2A/EFNA5/CSF1/PLA2G6/FOXO4/NTF3/RASA3/GNG2/PLA2G2A/RALGAPA2/FGF16/PDGFA/PLCG2/CALM1/NTF4/PLA2G4B/GRIN2B",102,102,238
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","96/2394","226/8545",0.424778761061947,1.51617983010624,4.90613525761133,1.62667631463431e-06,5.5977653317953e-05,3.68914511569118e-05,"CFTR/ATP1A2/ADRB1/PTGER3/PPP1R12A/ATP2B4/ROCK1/ATP2B1/PLD1/EDN1/ADCYAP1R1/RAPGEF3/LIPE/RAPGEF4/MAPK1/EP300/NFKBIA/MYL9/OXT/CRHR2/MAPK8/MAPK10/GLI1/GLP1R/POPDC1/GNAI2/RAP1A/AKT3/CREB1/ARAP3/POPDC2/PIK3CA/EDN3/GRIA3/RRAS/RAP1B/GNAI1/PLD2/ATP1B2/ADCY4/AFDN/NFATC1/RAF1/RRAS2/TSHB/ROCK2/FXYD2/ADCY3/LHCGR/PLCE1/SSTR1/CAMK2D/PIK3R1/VIP/CREB5/CAMK2G/DRD2/CACNA1C/PDE3B/GRIA4/BRAF/ACOX1/HHIP/HTR4/TSHR/CHRM1/MAP2K1/ADRB2/NPR1/FOS/PDE3A/ADCY5/ADCY6/NPPA/JUN/HTR1F/OXTR/CHRM2/CREB3L2/HCAR2/GRIN2A/PDE4B/DRD1/PTCH1/PPARA/HCAR1/CNGA1/PLN/CALM1/GRIN3A/SUCNR1/GABBR1/PPP1CB/HCAR3/FXYD1/GRIN2B",96,96,226
"hsa04924","Organismal Systems","Endocrine system","hsa04924","Renin secretion","38/2394","69/8545",0.550724637681159,1.96572348746262,5.02460232269425,1.9423939192901e-06,5.5977653317953e-05,3.68914511569118e-05,"CLCA1/CLCA4/ADRB1/EDN1/ADCYAP1R1/PPP3CB/GNAI2/PDE1A/CREB1/PPP3CC/ITPR2/PDE1B/KCNJ2/EDN3/GNAI1/PRKG2/PPP3CA/ITPR1/CACNA1C/PDE3B/GUCY1A2/PDE1C/GNAQ/KCNMA1/ACE/GUCY1A1/ADRB2/NPR1/PTGER4/PDE3A/ADCY5/ADCY6/NPPA/PLCB1/PPP3R2/ADRB3/CALM1/AQP1",38,38,69
"hsa00071","Metabolism","Lipid metabolism","hsa00071","Fatty acid degradation","27/2394","43/8545",0.627906976744186,2.24121349886344,5.09026036559535,1.98647588008948e-06,5.5977653317953e-05,3.68914511569118e-05,"ACSL4/ALDH3A2/ACADVL/ACAT1/HADHA/ALDH2/EHHADH/ACADL/ACADM/ACADS/ECHS1/ACSBG2/HADHB/HADH/ALDH9A1/ACSL1/CYP2U1/ACOX1/ALDH7A1/ACAA2/ADH6/ADH1A/ADH1B/ACSL5/ADH5/ADH4/ADH1C",27,27,43
"hsa05224","Human Diseases","Cancer: specific types","hsa05224","Breast cancer","68/2394","148/8545",0.45945945945946,1.63996703470388,4.89943741184037,2.1093028786475e-06,5.5977653317953e-05,3.68914511569118e-05,"IGF1/FLT4/WNT8A/LRP6/FGFR1/FGF20/TCF7/NCOA1/WNT11/GADD45B/MAPK1/SOS2/JAG1/FGF9/CDK6/FGF8/WNT5B/FGF1/SOS1/GADD45A/AKT3/TNFSF11/PIK3CA/POLK/CDKN1A/WNT1/DLL4/RAF1/WNT2B/NOTCH2/DDB2/APC/HEY2/MYC/FGF2/EGF/RB1/ESR2/FGF7/PIK3R1/EGFR/SHC3/NOTCH1/TCF7L2/TCF7L1/FZD7/FZD1/KIT/BRAF/FGF17/WNT9B/LRP5/FZD5/HEY1/CTNNB1/AXIN2/MAP2K1/WNT10B/FOS/PTEN/FZD4/JUN/CSNK1A1L/JAG2/SP1/FGF16/DLL1/NOTCH4",68,68,148
"hsa00280","Metabolism","Amino acid metabolism","hsa00280","Valine, leucine and isoleucine degradation","29/2394","48/8545",0.604166666666667,2.15647626009468,5.01238430021016,2.59531632057407e-06,6.39560093284324e-05,4.21494981386465e-05,"ALDH3A2/ACAT1/MCCC1/AACS/BCKDHB/OXCT1/HADHA/DLD/HIBADH/ALDH2/EHHADH/ACADM/ALDH6A1/ACADS/ECHS1/HMGCS2/DBT/HADHB/AOX1/HADH/ALDH9A1/MMUT/HMGCLL1/AUH/ACAD8/ALDH7A1/ACAA2/PCCA/HIBCH",29,29,48
"hsa04923","Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","33/2394","59/8545",0.559322033898305,1.99641051781997,4.79107119668915,5.8264836092081e-06,0.000134009123011786,8.83172252343123e-05,"ABHD5/ADRB1/PTGER3/PTGS2/MGLL/LIPE/GNAI2/AKT3/PIK3CA/GNAI1/ADCY4/TSHB/ADCY3/PRKG2/PIK3R1/PDE3B/AQP7/TSHR/PLIN1/IRS1/ADRB2/NPR1/FABP4/ADCY5/ADCY6/NPPA/PLAAT3/PNPLA2/PRKG1/IRS2/CIDEC/ADRB3/AQP7B",33,33,59
"hsa04921","Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","69/2394","155/8545",0.445161290322581,1.58893200743795,4.61604311039628,7.01235802298737e-06,0.000151203969870665,9.96492982213994e-05,"PPP1R12A/MYLK/ROCK1/NFATC3/PTGS2/PPP1R12B/MEF2C/MAPK1/NFATC2/MYL9/OXT/EEF2K/PRKAG2/PPP3CB/CAMKK2/GNAI2/PLA2G4A/RGS2/KCNJ5/PPP3CC/ITPR2/KCNJ2/CDKN1A/PPP1R12C/GNAI1/ADCY4/NFATC1/PRKAB2/RAF1/PRKAA1/CAMK1/ROCK2/MAP2K5/ADCY3/PPP3CA/CAMK2D/MYLK4/EGFR/CAMK2G/ITPR1/CACNA1C/GUCY1A2/CACNA2D1/PRKCA/GNAQ/RCAN1/NPR2/GUCY1A1/NOS3/CACNG2/EEF2/JMJD7-PLA2G4B/MAP2K1/NPR1/FOS/ADCY5/ADCY6/NPPA/JUN/OXTR/CACNB4/PLCB1/KCNJ12/PPP3R2/RYR1/CALM1/RYR3/PPP1CB/PLA2G4B",69,69,155
"hsa05410","Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","48/2394","99/8545",0.484848484848485,1.73058909901015,4.56126259944436,1.11296343782782e-05,0.000225866109441529,0.000148854552675424,"ITGA3/IGF1/ITGA8/EDN1/NOS1/ITGA6/SLC8A3/SNTA1/LAMA1/SGCG/ITGB8/PRKAG2/SGCA/MYL2/SSPN/SGCE/PRKAB2/PRKAA1/ITGB4/DTNA/ITGA7/IL6/TPM1/ITGA10/ITGA9/ITGB1/CACNA1C/CACNA2D1/TTN/ACTC1/ACE/MYL3/SGCB/ITGA2/CACNG2/SNTB2/SGCD/SNTB1/DES/CACNB4/CAV3/SLC8A1/SGCZ/LAMA2/TPM2/DMD/ITGA1/ITGB3",48,48,99
"hsa05412","Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","43/2394","86/8545",0.5,1.78467000835422,4.56243400855484,1.19643196528821e-05,0.000229316126680241,0.000151128248246932,"ITGA3/DSG2/PKP2/ITGA8/TCF7/NOS1/ITGA6/SLC8A3/SNTA1/LAMA1/SGCG/ITGB8/SGCA/SSPN/SGCE/ITGB4/DTNA/ITGA7/ITGA10/ITGA9/TCF7L2/ITGB1/CACNA1C/TCF7L1/CACNA2D1/SGCB/ITGA2/CACNG2/CTNNB1/SNTB2/SGCD/SNTB1/DES/CACNB4/CAV3/SLC8A1/CTNNA3/SGCZ/LAMA2/DMD/ITGA1/ACTN3/ITGB3",43,43,86
"hsa03320","Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","39/2394","76/8545",0.513157894736842,1.83163500857407,4.54300612364061,1.38664799255112e-05,0.000251786082857967,0.000165936823485342,"NR1H3/ME1/ACSL4/SORBS1/SCD/PLTP/SLC27A6/EHHADH/ACADL/SCP2/ACADM/PCK1/SLC27A1/ACSBG2/PPARG/HMGCS2/CD36/RXRG/PLIN2/UBC/ME3/ACSL1/ACOX1/FABP5/AQP7/ILK/PLIN1/PLIN4/ANGPTL4/CYP7A1/FABP4/LPL/CYP8B1/ADIPOQ/RXRA/PPARA/ACSL5/PLIN5/AQP7B",39,39,76
"hsa04360","Organismal Systems","Development and regeneration","hsa04360","Axon guidance","78/2394","184/8545",0.423913043478261,1.51308978969162,4.3892771240186,1.65656081687205e-05,0.000285756740910429,0.000188324808654928,"SEMA3G/FYN/NEO1/ROCK1/NFATC3/NTN4/SEMA3A/SEMA3C/PAK3/SSH1/EFNB1/SEMA6A/DPYSL2/ABL1/ABLIM1/NRP1/MAPK1/NFATC2/MYL9/PAK5/MET/EPHB6/CXCL12/PPP3CB/EFNB3/WNT5B/SEMA5A/GNAI2/EPHA4/PPP3CC/PIK3CA/EFNB2/RRAS/GNAI1/RAF1/ROCK2/TRPC6/SEMA6D/PPP3CA/RGS3/SSH2/EPHA2/SEMA6C/GDF7/BOC/TRPC1/SLIT2/EPHA5/CAMK2D/PIK3R1/PARD3/CAMK2G/ITGB1/SEMA3D/ROBO3/PRKCA/EPHB1/NCK1/RYK/CFL2/ILK/ROBO1/SEMA3E/ABLIM3/PARD6G/PTPN11/RGMA/FES/SLIT3/EFNA5/PTCH1/DCC/PPP3R2/ARHGEF12/PLCG2/LRIG2/BMPR2/PLXNA4",78,78,184
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","51/2394","109/8545",0.467889908256881,1.67005817295532,4.39215139530168,2.09408411933518e-05,0.00034402810531935,0.000226727904649824,"MLXIPL/NR1H3/TNFRSF1A/PYGM/RPS6KA2/ACACB/PYGL/NFKBIA/PYGB/PRKAG2/MAPK8/MLX/MAPK10/PPARGC1A/GYS2/SLC27A6/AKT3/CREB1/PIK3CA/PCK1/SLC27A1/GFPT2/G6PC1/PRKAB2/PRKAA1/CD36/TBC1D4/IL6/SLC27A3/PIK3R1/CREB5/OGT/FOXO1/G6PC2/PPARGC1B/NOS3/IRS1/PRKCE/PTEN/PPP1R3B/MLXIP/RPS6KA3/PTPN11/SLC2A4/CREB3L2/SOCS3/IRS2/PPARA/OGA/PPP1CB/PPP1R3E",51,51,109
"hsa04270","Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","60/2394","134/8545",0.447761194029851,1.5982119477799,4.35415108701372,2.20456973199415e-05,0.000345716617062719,0.000227840699574515,"PRKCH/PPP1R12A/CALCRL/MYLK/ROCK1/IRAG1/PPP1R12B/EDN1/MAPK1/AVP/MYL9/ACTA2/PLA2G4A/ADRA1A/CALD1/ITPR2/EDN3/PPP1R12C/PLA2G5/ADCY4/RAMP2/RAF1/MYH10/MYH11/ROCK2/ADCY3/KCNMB1/MYLK4/GNA12/ADM/ITPR1/CACNA1C/GUCY1A2/PRKCA/GNAQ/KCNMA1/BRAF/NPR2/ACTG2/GUCY1A1/AVPR1A/PPP1R14A/JMJD7-PLA2G4B/MAP2K1/NPR1/ADRA1B/ADORA2B/PRKCE/ADCY5/ADCY6/NPPA/PLCB1/PLA2G6/PRKG1/PLA2G2A/ARHGEF12/KCNMB2/CALM1/PPP1CB/PLA2G4B",60,60,134
"hsa04371","Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","61/2394","140/8545",0.435714285714286,1.55521243585153,4.13213187491871,5.14480608330408e-05,0.000771720912495612,0.000508594102514271,"MYLK/HDAC4/MEF2A/GNB5/PIK3C3/LIPE/MEF2C/NOS1/MAPK1/SLC8A3/JAG1/NRF1/PRKAG2/ACTA2/HDAC5/PPARGC1A/MYL2/GNAI2/AKT3/CCN2/EGR1/ITPR2/RRAS/KLF2/GNG11/GNAI1/ADCY4/PRKAB2/RAF1/PRKAA1/RRAS2/APLNR/RPS6/ADCY3/MAP1LC3B/SMAD4/MYLK4/ITPR1/PDE3B/GNAQ/MRAS/MYL3/NOS3/PLIN1/SMAD3/MAP2K1/PRKCE/GNG12/ADCY5/ADCY6/SMAD2/GNG7/PLCB1/SLC8A1/GNG2/RYR1/PIK3R4/MAP1LC3C/CALM1/RYR3/MAP1LC3B2",61,61,140
"hsa05205","Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","83/2394","204/8545",0.406862745098039,1.45223147738628,4.07837015882322,5.44374159374568e-05,0.000782537854100941,0.000515722887828538,"DCN/IGF1/HGF/FAS/PPP1R12A/WNT8A/EIF4B/ROCK1/PPP1R12B/FGFR1/WNT11/PXN/MAPK1/TIMP3/SOS2/CAV2/CAV1/MET/DDX5/GAB1/CBL/WNT5B/MAPK14/HBEGF/SOS1/AKT3/PIK3CA/TWIST1/ITPR2/CDKN1A/WNT1/PPP1R12C/RRAS/KDR/HOXD10/RAF1/RRAS2/WNT2B/ROCK2/TLR4/MYC/RPS6/RDX/PLCE1/FGF2/HSPG2/CAMK2D/ANK2/PIK3R1/EGFR/MSN/GPC3/CAMK2G/ITGB1/ITPR1/PRKCA/FZD7/FZD1/BRAF/MRAS/WNT9B/FZD5/ITGA2/IGF2/CTNNB1/MAP2K1/SDC2/WNT10B/HSPB2/HPSE2/FZD4/SMAD2/PTPN11/CAV3/MAPK11/PTCH1/ARHGEF12/FLNA/PLCG2/MIR10B/PPP1CB/TWIST2/ITGB3",83,83,204
"hsa04810","Cellular Processes","Cell motility","hsa04810","Regulation of actin cytoskeleton","92/2394","232/8545",0.396551724137931,1.41542793766024,4.00203268446145,6.96186171212047e-05,0.000932978079935661,0.000614868849019383,"ITGA3/INSRR/VCL/C6/PPP1R12A/MYLK/ROCK1/ACTN1/PPP1R12B/PAK3/FGFR1/ITGA8/FGF20/SSH1/PXN/ITGA6/MAPK1/SOS2/MYL9/PAK5/ARHGEF7/FGF9/RGCC/ITGB8/MYL7/C5/PIP5K1B/CXCL12/FGF8/MYL2/C7/FGF1/PDGFRB/PIKFYVE/SOS1/AKT3/PIK3CA/PPP1R12C/RRAS/ARHGEF6/RAF1/ITGB4/MYH10/MYH11/RRAS2/ROCK2/PDGFRA/APC/ITGA7/ARHGEF4/RDX/ABI2/FGF2/EGF/FGF7/SSH2/ITGA10/ITGA9/PDGFC/PIK3R1/IQGAP2/MYLK4/GNA12/EGFR/MSN/LPAR4/DIAPH2/GSN/ITGB1/DOCK1/BRAF/MRAS/WASF2/FGF17/ITGA2/CFL2/CRK/BDKRB2/CHRM1/MAP2K1/PDGFD/GNG12/CHRM2/FGF16/ARHGEF12/PDGFA/CYRIA/LPAR1/PPP1CB/ITGA1/ITGB3/CYFIP1",92,92,232
"hsa00620","Metabolism","Carbohydrate metabolism","hsa00620","Pyruvate metabolism","26/2394","47/8545",0.553191489361702,1.97452851988126,4.17931348612158,7.30561665969869e-05,0.000932978079935661,0.000614868849019383,"MDH1/ME1/ALDH3A2/ACAT1/ACACB/DLD/ALDH2/LDHB/PCK1/ACSS2/PDHA1/ALDH9A1/DLAT/ME3/ALDH7A1/LDHAL6A/LDHD/ACYP2/LDHAL6B/ADH6/PC/ADH1A/ADH1B/ADH5/ADH4/ADH1C",26,26,47
