"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"GO:0046467","GO:0046467","membrane lipid biosynthetic process","74/8420","149/18986",0.496644295302013,1.11986800363468,1.31128345319474,0.109846837957943,0.552261464851546,0.496017880808016,"DPM1/AGK/PIGQ/ST3GAL1/SPHK2/ELOVL1/HACD3/CERS4/SPTLC2/PIGU/ST8SIA5/FA2H/ABCC1/PRKD2/CWH43/ST3GAL4/ST8SIA4/ST6GALNAC5/ELOVL4/B4GALT4/ORMDL2/TM9SF2/ST3GAL3/CSNK1G2/LARGE1/B4GALNT1/SMPD2/PIGC/SMPD4/ST6GALNAC4/DPM2/CERS5/PIGM/CERS2/SCCPDH/DEGS1/SLC30A5/UGCG/ST8SIA6/PGAP2/TLCD3B/PIGF/GAL3ST2/B4GALT3/ST6GALNAC6/PGAP3/PAQR4/PRKCD/PIGX/PIGO/SPTSSA/DEGS2/B3GALNT1/CERS6/SPHK1/FUT2/ST8SIA3/GBA1/DPM3/ALOXE3/ALOX12B/PNPLA1/ENPP7/CERKL/ASAH2/HACD4/SPTSSB/GAL3ST4/PIGN/ELOVL2/MFSD2B/CERS1/B3GALT4/PIGW",74,74,149
"GO:0031647","GO:0031647","regulation of protein stability","184/8420","387/18986",0.475452196382429,1.07208258913501,1.27893097623997,0.110011495876773,0.552654131528874,0.496370557403339,"RPAP3/LAMP2/ZNF207/WIZ/TYROBP/CCDC88C/CD74/GRN/USP36/ISOC2/CTSA/IFT80/ATP1B3/PFN2/SREBF1/CHFR/SIRT6/HSP90AA1/NDC80/NLK/MT3/AURKA/PDRG1/CMTM6/HSP90AB1/XBP1/TELO2/STK4/CSNK2A1/TTI1/TBL1X/PIM2/UBL4A/USP10/STUB1/DNAJA3/PYCARD/CTSH/STK3/SPAG1/PIH1D1/URI1/CDC37/KLF1/USP42/BAG1/DVL1/GTPBP4/TRIM37/PFN1/KAT2A/USP46/WFS1/HSPA8/PTGES3/GAPDH/USP5/PDCD10/CCT4/PDCL3/SUMO1/PARK7/P3H1/TSPAN1/UTP25/APOA1/USP35/TCP1/TARDBP/IAPP/TRIM24/GIPC1/PEX6/SOX4/GGA3/MCM8/NCLN/PIN1/DAD1/TTI2/GNL3L/QRSL1/HIP1R/CDK7/VHL/NAPG/CDC73/TBX3/CCT7/MDM2/DPM2/DERL1/APTX/FLOT1/MAPK8IP3/SERF2/TP53/TMC6/CBLC/ATP1B1/PFDN2/HSPD1/CCT6A/HDAC8/CDKN2A/SEC16A/TMEM25/CCT5/PIH1D2/KDM8/CCT8/BAG4/APOA2/CCAR2/DVL3/PAQR4/SYVN1/USP1/RNF149/TMEM183A/CCT3/PYHIN1/PRKCD/NAA15/CASP3/TERT/SEPTIN8/PEX2/YWHAZ/DNAAF2/DACT1/BTRC/CCT2/STXBP4/PPIB/PLK1/PHB1/TMC8/COG7/TNIP2/EFNA1/USP38/RNF139/DDI1/TADA3/HDAC3/HCFC1/SWSAP1/RUVBL1/CPN2/DPM3/CALR/RAD23A/GET1/HSP90AB3P/RUVBL2/CHEK2/H1-5/USP18/SPPL2C/LAMP1/TAF9B/USP7/SRC/DDRGK1/MDM4/GLMP/PFDN6/RNF5/HSPA1B/HSPA1A/BAG6/HSP90AB2P/DNLZ/IFI30/TMEM183BP/HOXB-AS3/MYCNOS/DNAAF10/DDOST/PRKDC/COA8/TAF9/PANO1",184,184,387
"GO:2000516","GO:2000516","positive regulation of CD4-positive, alpha-beta T cell activation","26/8420","48/18986",0.541666666666667,1.22138756927949,1.3709222903918,0.110503711488759,0.554690407119283,0.498199453981099,"FOXP3/PRKCZ/IL12RB1/RIPK2/SHB/IL23A/IFNG/IL12B/CD86/TNFSF4/CD80/SASH3/NCKAP1L/RARA/BRD4/IL2RG/IL18/ZBTB7B/LGALS9/CCL19/SOCS1/HLA-DRB1/CARD11/CD3E/BRD2/HLA-DRA",26,26,48
"GO:0043254","GO:0043254","regulation of protein-containing complex assembly","205/8420","433/18986",0.473441108545035,1.06754784879288,1.26927124615738,0.111301782575647,0.558257566178717,0.50140332531701,"FKBP4/LAMP2/BAIAP2L1/FARP2/SCIN/MARK4/BTK/BID/BAK1/TMSB10/CAPG/HSPA5/MAPK9/CYFIP2/EIF2AK2/RNF4/ARFGEF1/PRKCZ/PFN2/JMJD6/CDC42/TFRC/FSCN1/CAMSAP3/CAPZB/CARMIL1/HSP90AA1/GSK3B/CTTN/BAX/KIF9/TREM2/BIK/PSMC6/HCK/MAPRE1/SYP/CORO1A/COTL1/STUB1/PYCARD/BMF/VPS18/TUBB4A/MED25/ANKRD27/BBC3/TGFB1/NAPA/PIK3R2/STX1A/DKK1/GIT1/PFN1/CRACD/HSPA8/AMBRA1/ARPC3/CDKN1B/CAND1/IFNG/VEGFA/PPP2CA/HRG/HES1/EIF4G1/PLEK/SUMO1/PARK7/OPRD1/CAPZA1/DNAJC6/STMN1/KIF14/IAPP/NCKAP1L/HJURP/PREX1/EML2/VASP/NAPB/NCLN/CCR7/TRAF2/SYNGR3/TICAM1/VIL1/AKAP9/BAIAP2L2/ABHD17A/GNL3L/APOE/CALY/OSBPL2/HIP1R/HAUS8/SLF1/PSRC1/PTPN22/LCP1/RAC1/ARPC5L/ATAT1/SPTBN5/PREB/TMOD3/KIF21A/VPS33A/WARS1/BBS4/SKAP1/TP53/TBCD/TRIM65/NME7/PRUNE1/HAX1/TTBK1/TERF1/HAUS6/SEC16A/PAK1/MMP3/TWF1/HAUS1/BCL2L11/CYRIB/FBXL2/TRIM11/GBP5/SKA1/RHOC/CXCL13/ZDHHC5/BAG4/VPS8/TMSB15A/TMSB15B/CARMIL2/ZDHHC12/SPTBN4/BRSK1/NPHS1/FBLIM1/ARPC5/H3-3A/ARPC2/PRKCD/SEPTIN8/SPIDR/SYK/VCP/ARF6/DACT1/PRRT2/TMC8/SOST/MLST8/ABCA3/NLRC3/CCL11/CLEC7A/HCFC1/SSH3/MYD88/INSM1/SPTBN2/TLR6/CKAP5/MTLN/BAIAP2/PFN4/CDK5R1/ULK1/GBA1/GRB2/GAK/HCLS1/MAPK15/CLDN7/HSF1/INPP5J/BRCC3/DRG1/MAPT/ISG15/EVL/MMP1/SRC/OCLN/SVIP/TRAF3IP1/HSPA1B/HSPA1A/LCMT1/HAUS7/VPS16/CPTP/TNF/STMP1/TWF2/FMN1/HAUS5/BRK1/IKBKE",205,205,433
"GO:0009247","GO:0009247","glycolipid biosynthetic process","39/8420","75/18986",0.52,1.17253206650831,1.33643934180055,0.111500245539561,0.558518381537186,0.501637578636539,"DPM1/PIGQ/ST3GAL1/PIGU/ST8SIA5/FA2H/CWH43/ST3GAL4/ST8SIA4/ST6GALNAC5/B4GALT4/TM9SF2/ST3GAL3/LARGE1/B4GALNT1/PIGC/ST6GALNAC4/DPM2/PIGM/SCCPDH/SLC30A5/UGCG/ST8SIA6/PGAP2/PIGF/GAL3ST2/B4GALT3/ST6GALNAC6/PGAP3/PIGX/PIGO/B3GALNT1/FUT2/ST8SIA3/DPM3/GAL3ST4/PIGN/B3GALT4/PIGW",39,39,75
"GO:0006739","GO:0006739","NADP metabolic process","25/8420","46/18986",0.543478260869565,1.22547247753795,1.36674819432334,0.11187862333376,0.558518381537186,0.501637578636539,"NOX1/KCNAB2/TIGAR/ME2/PRPS2/NUDT12/PRDX5/PGLS/ALDH1L2/TP53/RPTOR/NOCT/NADK2/RPIA/G6PD/FDXR/MLST8/DCXR/RBKS/TALDO1/NQO1/IDH2/NUDT17/SHPK/RPE",25,25,46
"GO:0030149","GO:0030149","sphingolipid catabolic process","25/8420","46/18986",0.543478260869565,1.22547247753795,1.36674819432334,0.11187862333376,0.558518381537186,0.501637578636539,"M6PR/ALDH3B1/GLA/SMPD3/LCT/SMPDL3B/PPT1/ALDH3B2/SMPD2/SMPD4/PLPP2/SUMF1/NEU3/SGPP2/PRKCD/SGPL1/GLB1/CEL/SPHK1/GBA1/ENPP7/ASAH2/NEU4/ASAH2B/NEU1",25,25,46
"GO:0030890","GO:0030890","positive regulation of B cell proliferation","25/8420","46/18986",0.543478260869565,1.22547247753795,1.36674819432334,0.11187862333376,0.558518381537186,0.501637578636539,"BTK/CD74/TCF3/TFRC/PTPRC/TNFSF13B/PRLR/SASH3/NCKAP1L/TICAM1/EPHB2/VAV3/IL21/WNT3A/TNFRSF13C/CHRNB2/FCRL3/BMI1/CLCF1/ATAD5/TNFRSF4/ADA/SLC39A10/CARD11/MIF",25,25,46
"GO:0043300","GO:0043300","regulation of leukocyte degranulation","25/8420","46/18986",0.543478260869565,1.22547247753795,1.36674819432334,0.11187862333376,0.558518381537186,0.501637578636539,"FERRY3/SPHK2/CD84/SPI1/STXBP2/UNC13D/PLA2G3/FOXF1/STX4/SNX4/VAMP8/NCKAP1L/RAC2/PDPK1/RABGEF1/ITGB2/SYK/CD300A/LGALS9/ITGAM/GATA2/LAMP1/HLA-F/CD177/KLRC2",25,25,46
"GO:1903573","GO:1903573","negative regulation of response to endoplasmic reticulum stress","25/8420","46/18986",0.543478260869565,1.22547247753795,1.36674819432334,0.11187862333376,0.558518381537186,0.501637578636539,"HSPA5/ABCA7/XBP1/USP14/BFAR/SGTA/CREB3/WFS1/PARK7/TXNDC12/SELENOS/PDX1/TMBIM6/HYOU1/CREB3L1/SYVN1/BCL2L1/AQP11/GRINA/PTPN1/MAGEA3/SVIP/DDRGK1/HSPA1A/ATF6B",25,25,46
"GO:0051650","GO:0051650","establishment of vesicle localization","100/8420","205/18986",0.48780487804878,1.09993627252187,1.28424169045584,0.112639074198628,0.559254313271146,0.502298561381726,"TRAPPC6A/BAIAP3/DTNBP1/TRAPPC3/AP3D1/PRKCZ/WIPI1/AP3M2/NDE1/TSG101/RAB7A/KIFAP3/STXBP2/DNM2/PSEN1/TMED2/SNAP29/KIF3B/GPR143/SMPD3/RAB11A/LIN7B/RAB3A/WASL/YKT6/GBF1/C17orf75/CDR2L/TCIRG1/IFNG/EXOC2/TRAPPC13/TFG/ITGA4/MLPH/SDC1/EXOC8/KLHL12/STK11/MREG/COPS5/SDC4/RAB17/AP1M2/KIF1A/UNC13A/CHMP2A/KIF3A/STARD3/SNAP25/AP3B1/SYT4/BICDL1/BLOC1S1/STAM/TOR1A/FNBP1L/RAB1A/PREB/EXOC6/AP1AR/CSNK1D/SNAPIN/SHROOM2/SEC16A/ARFGAP2/SNF8/ATP13A2/BICDL2/PEF1/BBS5/TRIM46/CADPS/CDK5/MYO5B/TRAPPC9/MAP4K2/KIF5C/TRAPPC1/TANC2/RASGRP1/CEP19/FAM91A1/AP3S1/SCRIB/TRAPPC5/MAPK15/SEPTIN5/TMED9/AP3M1/HGS/BLOC1S4/CLN3/BLOC1S3/BLOC1S2/TRAPPC2/TRAPPC4/TRAPPC2B/IKBKG/MYO19",100,100,205
"GO:0048821","GO:0048821","erythrocyte development","24/8420","44/18986",0.545454545454545,1.22992874109264,1.36305294954516,0.113214534079343,0.559254313271146,0.502298561381726,"PLA2G10/JMJD6/SLC25A40/MAEA/ERCC2/SLC11A2/PTBP3/NCKAP1L/MED1/RAC2/EPO/ABCB10/TMOD3/DIAPH3/LYAR/HEATR3/G6PD/TRIM58/FLVCR1/BAP1/NEMP1/BPGM/ZBTB7A/RHEX",24,24,44
"GO:0002486","GO:0002486","antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"ULBP1/ULBP2/RAET1L/RAET1E/MICB/HLA-C/HLA-G/HLA-F/HLA-A/HLA-B",10,10,16
"GO:0006266","GO:0006266","DNA ligation","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"LIG3/PNKP/RAD51/XRCC1/LIG1/TOP2A/APTX/XRCC4/MGMT/XRCC6",10,10,16
"GO:0010226","GO:0010226","response to lithium ion","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"CDH1/NFATC4/GSK3A/CDKN1B/ADCY7/MYOG/IMPA2/XRCC4/SHH/CALR",10,10,16
"GO:0021984","GO:0021984","adenohypophysis development","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"GHRHR/LHX3/HES1/GHRH/SLC6A3/WNT4/PITX2/PROP1/GATA2/SOX2",10,10,16
"GO:0030033","GO:0030033","microvillus assembly","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"FSCN1/RAP1GAP/ATP8B1/FXYD5/EZR/NHERF1/STK26/TNIK/RAPGEF6/ESPN",10,10,16
"GO:0036260","GO:0036260","RNA capping","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"SNRPD2/SNRPB/NCBP1/CMTR1/TGS1/SNRPF/SNRPG/SNRPD1/RAMAC/SNRPE",10,10,16
"GO:0036444","GO:0036444","calcium import into the mitochondrion","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"MCUB/MCUR1/MICU1/HSPA9/AFG3L2/PSEN2/MCU/MAIP1/UCP2/VDAC1",10,10,16
"GO:0043328","GO:0043328","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"TSG101/PTPN23/VPS25/STAM/MVB12A/SNF8/VPS28/VPS37C/VPS37D/HGS",10,10,16
"GO:0043584","GO:0043584","nose development","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"SIX4/RPGRIP1L/DLX5/RDH10/SIX1/STRA6/ASCL1/HESX1/GNG8/CHD7",10,10,16
"GO:0061101","GO:0061101","neuroendocrine cell differentiation","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"LHX3/BCCIP/HES1/NKX2-2/ASCL1/WNT4/OTP/INSM1/GATA2/POU3F2",10,10,16
"GO:0099116","GO:0099116","tRNA 5'-end processing","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"HSD17B10/POP1/POP4/RPP40/RPP38/RPP25L/POP7/TRMT10C/RPP25/RPP21",10,10,16
"GO:0110156","GO:0110156","mRNA methylguanosine-cap decapping","10/8420","16/18986",0.625,1.40929334916865,1.46206626594765,0.113399263394369,0.559254313271146,0.502298561381726,"DCPS/NUDT12/CAPRIN1/NOCT/DCP1B/PATL1/DCP2/LSM1/EDC3/PATL2",10,10,16
"GO:0045109","GO:0045109","intermediate filament organization","38/8420","73/18986",0.520547945205479,1.17376761136238,1.32787163329154,0.11342746056165,0.559254313271146,0.502298561381726,"KRT33A/KRT31/DSP/NEFH/DNAJB6/KRT37/BFSP1/KRT36/KRT34/KRT85/INA/TCHH/SHH/KRT80/KRT1/KRT24/KRT78/KRT86/KRT75/KRT6C/KRT72/BFSP2/BBLN/KRT19/KRT38/KRT20/KRT2/PLEC/KRT73/KRT10/KRT3/KRT16/KRT12/KRT35/KRT6A/KRT81/EPPK1/NEFL",38,38,73
"GO:1903317","GO:1903317","regulation of protein maturation","38/8420","73/18986",0.520547945205479,1.17376761136238,1.32787163329154,0.11342746056165,0.559254313271146,0.502298561381726,"PLAUR/ENO1/CPB2/IFT52/CTSZ/XIAP/HPN/TFR2/SERPINE1/PLGRKT/CWH43/IL1R2/PLAU/SOX4/BCL2L12/CHAC1/F12/MDM2/SERPINE2/THBS1/FURIN/NOL3/AKT1/PRKACB/NKD2/SNX12/ADAM8/CDK20/MMP14/RUNX1/MELTF/NLRP7/RNF139/LDLRAD3/CLN3/ASTL/SRC/MAGEA3",38,38,73
"GO:0043001","GO:0043001","Golgi to plasma membrane protein transport","23/8420","42/18986",0.547619047619048,1.23480941070015,1.35991055499669,0.114500733368861,0.560401051057106,0.503328512741065,"ATP2C1/NSF/RAB10/RAB11FIP3/GGA1/ARFRP1/CSK/RAB11A/RAB34/KRT18/GOLPH3/BLZF1/LYPLA1/PHAF1/GGA3/GOLPH3L/ASAP1/CNST/AMN/RAB26/RAB31/BBS1/CLN3",23,23,42
"GO:0032479","GO:0032479","regulation of type I interferon production","64/8420","128/18986",0.5,1.12743467933492,1.29137044564203,0.114869077880022,0.560401051057106,0.503328512741065,"TRAF3IP3/TYROBP/ATG5/OTUD5/UFD1/HSP90AA1/OAS1/RBX1/POLA1/XIAP/PQBP1/ACOD1/PYCARD/KAT8/RIPK2/RELB/LILRB1/CACTIN/RIGI/DHX58/OAS3/OAS2/GAPDH/IFIH1/STAT1/UAP1/NMI/IRF1/IRF3/TICAM1/IRF5/POLR3F/PTPN22/HAVCR2/DHX9/DDX56/FLOT1/TRIM65/GARIN5A/HSPD1/G3BP1/POLR3A/TOMM70/REL/HMGB2/CGAS/SYK/NLRC3/MYD88/BANF1/NPLOC4/KPNA2/TBK1/TRAIP/IRAK1/IRF7/POLR3C/ISG15/TRAF3IP1/TRIM15/TRIM27/LILRA4/MMP12/IKBKE",64,64,128
"GO:0032606","GO:0032606","type I interferon production","64/8420","128/18986",0.5,1.12743467933492,1.29137044564203,0.114869077880022,0.560401051057106,0.503328512741065,"TRAF3IP3/TYROBP/ATG5/OTUD5/UFD1/HSP90AA1/OAS1/RBX1/POLA1/XIAP/PQBP1/ACOD1/PYCARD/KAT8/RIPK2/RELB/LILRB1/CACTIN/RIGI/DHX58/OAS3/OAS2/GAPDH/IFIH1/STAT1/UAP1/NMI/IRF1/IRF3/TICAM1/IRF5/POLR3F/PTPN22/HAVCR2/DHX9/DDX56/FLOT1/TRIM65/GARIN5A/HSPD1/G3BP1/POLR3A/TOMM70/REL/HMGB2/CGAS/SYK/NLRC3/MYD88/BANF1/NPLOC4/KPNA2/TBK1/TRAIP/IRAK1/IRF7/POLR3C/ISG15/TRAF3IP1/TRIM15/TRIM27/LILRA4/MMP12/IKBKE",64,64,128
"GO:0072175","GO:0072175","epithelial tube formation","64/8420","128/18986",0.5,1.12743467933492,1.29137044564203,0.114869077880022,0.560401051057106,0.503328512741065,"RALA/FUZ/MKS1/TEAD2/CELSR1/PAX2/GRHL2/TMED2/KDM2B/CECR2/SIX4/HIF1A/IFT52/STK4/SALL4/BMP7/TSC2/STK3/TGFB1/LHX2/GATA3/PFN1/KAT2A/VEGFA/HAND1/MTHFD1L/WDR83/STIL/SDC4/VASP/OVOL2/SIX1/RARA/KIF20B/PRICKLE1/BBS4/PRKACB/ST14/CDK20/GRHL3/WNT4/VANGL2/HESX1/IFT122/CASP3/FZD6/CTHRC1/RET/SPINT1/GREM1/SPINT2/GDNF/SEMA4C/RARG/TCAP/GLMN/DEAF1/IRX3/SCRIB/PLXNB2/PHACTR4/BRD2/TCTN1/TRIM71",64,64,128
"GO:0098659","GO:0098659","inorganic cation import across plasma membrane","64/8420","128/18986",0.5,1.12743467933492,1.29137044564203,0.114869077880022,0.560401051057106,0.503328512741065,"ABCC8/KCNH2/SLC9A3/ATP1B3/SLC12A3/SLC12A1/SLC9A1/HCN2/CACNA1I/CACNA1F/AQP8/ATP1A3/SCNN1A/IFNG/SLC12A7/SLC9A2/SLC8A2/SLC12A5/NALF2/TRPM4/SLC34A1/ATP1A4/SLC39A11/SLC5A6/HCN4/SLC39A8/SLC39A5/SLC5A2/SLC39A6/CACNA1A/TRPM2/ATP1B1/CNGA3/SLC30A5/SLC39A4/CACNA1B/SLC24A2/MS4A1/SLC6A1/CACNA1D/KCNJ6/KCNJ15/SCNN1D/KCNJ9/KCNJ3/KCNK5/SLC30A8/SCNN1G/KCNJ4/KCNK9/SLC30A1/SLC9C1/KCNJ10/AKAP5/SLC9A4/ATP4B/KCNJ11/CACNA1H/SLC39A10/CACNA1E/MIR210/NALF1/SLC12A8/KCNJ18",64,64,128
"GO:0099587","GO:0099587","inorganic ion import across plasma membrane","64/8420","128/18986",0.5,1.12743467933492,1.29137044564203,0.114869077880022,0.560401051057106,0.503328512741065,"ABCC8/KCNH2/SLC9A3/ATP1B3/SLC12A3/SLC12A1/SLC9A1/HCN2/CACNA1I/CACNA1F/AQP8/ATP1A3/SCNN1A/IFNG/SLC12A7/SLC9A2/SLC8A2/SLC12A5/NALF2/TRPM4/SLC34A1/ATP1A4/SLC39A11/SLC5A6/HCN4/SLC39A8/SLC39A5/SLC5A2/SLC39A6/CACNA1A/TRPM2/ATP1B1/CNGA3/SLC30A5/SLC39A4/CACNA1B/SLC24A2/MS4A1/SLC6A1/CACNA1D/KCNJ6/KCNJ15/SCNN1D/KCNJ9/KCNJ3/KCNK5/SLC30A8/SCNN1G/KCNJ4/KCNK9/SLC30A1/SLC9C1/KCNJ10/AKAP5/SLC9A4/ATP4B/KCNJ11/CACNA1H/SLC39A10/CACNA1E/MIR210/NALF1/SLC12A8/KCNJ18",64,64,128
"GO:1903509","GO:1903509","liposaccharide metabolic process","56/8420","111/18986",0.504504504504504,1.13759174851811,1.29782591607338,0.114897877535227,0.560401051057106,0.503328512741065,"DPM1/M6PR/PIGQ/ST3GAL1/BAX/PIGU/ST8SIA5/GLA/FA2H/CWH43/ST3GAL4/ST8SIA4/LCT/ST6GALNAC5/B4GALT4/TM9SF2/ST3GAL3/CLN6/LARGE1/B4GALNT1/PIGC/AOAH/ST6GALNAC4/DPM2/PIGM/SCCPDH/SUMF1/SLC30A5/UGCG/ST8SIA6/PGAP2/PIGF/GAL3ST2/B4GALT3/ST6GALNAC6/PGAP3/NEU3/PRKCD/PIGX/PIGO/B3GALNT1/GLB1/FUT2/ST8SIA3/GBA1/DPM3/FUCA1/ENPP7/GAL3ST4/PIGN/NAGA/NEU4/NEU1/B3GALT4/PNLIPRP2/PIGW",56,56,111
"GO:0010972","GO:0010972","negative regulation of G2/M transition of mitotic cell cycle","37/8420","71/18986",0.52112676056338,1.17507276437724,1.31932148251075,0.115387623219586,0.560401051057106,0.503328512741065,"BRCA1/MBTPS2/CHFR/ORC1/CLSPN/CDC6/NBN/FZR1/BABAM1/CDK5RAP3/MIIP/PKMYT1/RFPL1/RINT1/HUS1/IER3/BARD1/NABP2/TICRR/DTL/INTS3/INIP/CHEK1/TAOK2/DONSON/BRSK1/TOPBP1/CHMP4C/RAD21/ZFYVE19/PLK1/CDK1/AURKB/GPR132/BRCC3/HUS1B/BLM",37,37,71
"GO:0016266","GO:0016266","O-glycan processing","22/8420","40/18986",0.55,1.24017814726841,1.35740912030872,0.11572436439111,0.560401051057106,0.503328512741065,"ST3GAL1/ST6GALNAC2/POMGNT1/POFUT1/GALNT7/ST3GAL4/ST3GAL3/GALNT5/ST6GALNAC4/GALNT6/GCNT3/GALNT1/GALNT2/B3GNT7/GALNT14/GALNT10/GXYLT2/XXYLT1/B3GNT4/B3GNT8/GCNT1/B3GNT6",22,22,40
"GO:0032781","GO:0032781","positive regulation of ATP-dependent activity","22/8420","40/18986",0.55,1.24017814726841,1.35740912030872,0.11572436439111,0.560401051057106,0.503328512741065,"VMP1/ATP1B3/PFN2/DNAJC10/DNAJB11/MSH2/AHSA1/SSBP1/PFN1/SUMO1/MSH6/HSPA2/POT1/DHX9/DNAJB2/ATP1B1/HNRNPU/CHTOP/TOR1AIP2/ATP2A1/DNAJC9/UHRF1",22,22,40
"GO:0051125","GO:0051125","regulation of actin nucleation","22/8420","40/18986",0.55,1.24017814726841,1.35740912030872,0.11572436439111,0.560401051057106,0.503328512741065,"SCIN/CTNNA2/CARMIL1/PICK1/CORO1A/VIL1/HIP1R/ARFIP2/AP1AR/ARF1/CARMIL2/DNAI3/ARFIP1/WASHC5/CORO1B/WASHC1/WASH6P/CARMIL3/GMFB/TRIM27/FMN1/BRK1",22,22,40
"GO:0006665","GO:0006665","sphingolipid metabolic process","85/8420","173/18986",0.491329479768786,1.10788378894183,1.2724955078047,0.116102455159651,0.560401051057106,0.503328512741065,"M6PR/AGK/ALDH3B1/ST3GAL1/SPHK2/ELOVL1/HACD3/BAX/CERS4/TECR/SPTLC2/ST8SIA5/GLA/SMPD3/PLA2G15/FA2H/ABCC1/PRKD2/ST8SIA4/HTRA2/LCT/ST6GALNAC5/ELOVL4/B4GALT4/ORMDL2/TM9SF2/ST3GAL3/CLN6/SMPDL3B/PPT1/ALDH3B2/CSNK1G2/LARGE1/B4GALNT1/SMPD2/SMPD4/ST6GALNAC4/CERS5/PLPP2/CERS2/DEGS1/ABCA12/SUMF1/UGCG/ST8SIA6/TLCD3B/B4GALT3/ST6GALNAC6/PAQR4/NEU3/SGPP2/PRKCD/SPTSSA/SGPL1/DEGS2/B3GALNT1/GLB1/CEL/FUT3/CERS6/ARV1/SPHK1/FUT2/ST8SIA3/GBA1/PSAPL1/ALOXE3/ALOX12B/TH/PNPLA1/FUT7/ENPP7/ZPBP2/CERKL/ASAH2/HACD4/SPTSSB/PSAP/ELOVL2/NEU4/ASAH2B/NEU1/MFSD2B/CERS1/B3GALT4",85,85,173
"GO:0035264","GO:0035264","multicellular organism growth","78/8420","158/18986",0.493670886075949,1.11316335428004,1.27508255467276,0.11629319045578,0.560401051057106,0.503328512741065,"CACNA2D2/ERCC1/APBA2/IFT80/PRLH/PALB2/GRHL2/ZMPSTE24/TMED2/GNAS/EZR/COMT/SMPD3/PPP1R13L/ERCC2/COMP/GHRHR/RAI1/KAT2A/SLC1A2/STC2/HTRA2/GHRH/PLS1/GHSR/STIL/SLC12A5/VIL1/GAMT/GDF15/RARA/VPS13B/ATP8A2/LARGE1/CCM2/PRICKLE1/CELA1/BBS4/AFG3L2/TP53/SOD1/SLC6A3/ETNK2/SLC4A10/PLAC8/GHRL/GPAT4/SPTBN4/FLVCR1/H3-3A/EN1/IHH/HESX1/NPY1R/TTC8/SGPL1/PPIB/MFSD2A/COL3A1/AR/ATF5/CHD7/HDAC3/RARG/SPTBN2/TBL1XR1/PLEC/SLITRK1/RMI1/FOXS1/POU3F2/SLITRK6/TAL2/HELT/GPR21/XRCC2/ODAD3/SELENOM",78,78,158
"GO:0001956","GO:0001956","positive regulation of neurotransmitter secretion","11/8420","18/18986",0.611111111111111,1.37797571918712,1.43217282024323,0.116387950950538,0.560401051057106,0.503328512741065,"BAIAP3/DTNBP1/SLC4A8/SYT1/TACR2/STX1A/KMO/ADORA2A/GPR158/SLC18A3/BGLAP",11,11,18
"GO:0002830","GO:0002830","positive regulation of type 2 immune response","11/8420","18/18986",0.611111111111111,1.37797571918712,1.43217282024323,0.116387950950538,0.560401051057106,0.503328512741065,"CD74/PRKCZ/GATA3/CD86/TNFSF4/IDO1/RARA/RSAD2/IL18/NOD2/DENND1B",11,11,18
"GO:0006415","GO:0006415","translational termination","11/8420","18/18986",0.611111111111111,1.37797571918712,1.43217282024323,0.116387950950538,0.560401051057106,0.503328512741065,"UPF1/JMJD4/OGFOD1/GSPT1/SHFL/EIF5A/APEH/ABCE1/GFM2/MRPL58/EIF5AL1",11,11,18
"GO:0035234","GO:0035234","ectopic germ cell programmed cell death","11/8420","18/18986",0.611111111111111,1.37797571918712,1.43217282024323,0.116387950950538,0.560401051057106,0.503328512741065,"KITLG/BAX/CASP2/TEX11/SOD1/MAEL/DDB1/BCL2L1/SYCP2/SYCE3/PRKDC",11,11,18
"GO:0042159","GO:0042159","lipoprotein catabolic process","11/8420","18/18986",0.611111111111111,1.37797571918712,1.43217282024323,0.116387950950538,0.560401051057106,0.503328512741065,"LYPLA2/ABHD12/CTSD/LYPLA1/ABHD17A/APOE/PPT1/ABHD17C/LYPLAL1/NOTUM/APOC2",11,11,18
