	DGRP-551_1d_WholeBrain_Unstranded_RNA-seq	DGRP-551_1d_WholeBrain_Stranded_RNA-seq	w1118_1d_WholeBrain_Unstranded_RNA-seq	w1118_1d_WholeBrain_Stranded_RNA-seq	DGRP-551_1d_WholeBrainNuclei_Unstranded_Rep1_RNA-seq	DGRP-551_1d_WholeBrainNuclei_Unstranded_Rep2_RNA-seq
Mob4	564.4025057807282	404.47939611074395	513.9362538661085	364.9586635836074	333.88721302211076	349.14721436751273
DNApol-alpha60	1.104505882154067	0.0	3.7651007609238714	7.571756505883971	3.179878219258198	0.6720831845380418
CG42346	1286.0130154547187	1315.1940112531736	971.3959963183588	1208.4523383390817	1103.4177420825945	935.5397928769543
sqa	15.831250977541627	12.719477865117733	24.473154946005163	19.68656691529832	26.49898516048498	72.2489423378395
Pkcdelta	26.13997254431292	27.982851303259014	15.060403043695485	13.629161710591147	11.65955347061339	36.29249196505426
Jabba	39.76221175754641	30.526746876282562	75.30201521847744	77.2319163600165	50.878051508131165	30.915826488749925
Ir40a	0.0	0.0	0.0	0.0	1.0599594064193991	1.3441663690760837
crb	247.0411489751263	284.91630417863723	271.08725478651877	280.1549907177069	452.60266654108347	175.74975275669794
nvd	1.472674509538756	0.0	0.0	1.5143513011767942	3.179878219258198	3.0243743304211885
CG42353	0.0	0.0	0.0	0.0	0.0	0.0
CG42354	6.99520392030909	0.0	0.0	0.0	2.1199188128387982	0.3360415922690209
CG42355	0.0	0.0	0.0	0.0	1.0599594064193991	0.0
CG42356	0.0	0.0	0.0	0.0	1.0599594064193991	1.6802079613451046
CG42357	0.368168627384689	0.0	0.0	0.0	1.0599594064193991	0.3360415922690209
Nsun5	47.86192156000957	40.70232916837675	45.181209131086455	54.51664684236459	101.75610301626233	77.62560781414383
CG42359	12.517733331079425	17.807269011164827	24.473154946005163	22.71526951765191	30.738822786162576	36.29249196505426
CG42361	532.740003825645	432.46224741400295	502.64095158333686	477.02065987069017	317.9878219258198	583.7042457712894
CG42362	0.0	0.0	0.0	0.0	0.0	0.0
CG42363	0.0	0.0	0.0	0.0	0.0	0.0
CG42364	0.0	5.087791146047094	0.0	0.0	2.1199188128387982	1.3441663690760837
CG42365	28.71715293600574	20.351164584188375	22.590604565543227	28.77267472235909	57.23780794664756	21.84270349748636
CG42366	0.368168627384689	0.0	1.8825503804619357	0.0	3.179878219258198	3.6964575149592305
CG42367	0.0	0.0	0.0	0.0	0.0	1.0081247768070627
DIP-epsilon	322.8838862163722	361.2331713693436	304.9731616348336	366.47301488478416	456.84250416676105	571.9427900418736
CG42369	40.866717639700475	27.982851303259014	60.24161217478194	56.03099814354138	11.65955347061339	4.368540699497272
CG42370	10.67689019415598	15.263373438141281	7.530201521847743	12.114810409414353	10.599594064193992	6.384790253111397
CG42371	0.0	0.0	0.0	0.0	0.0	0.0
CG42372	0.0	0.0	0.0	0.0	0.0	0.0
CG42374	0.0	0.0	0.0	0.0	0.0	0.0
CG42375	0.0	0.0	0.0	0.0	0.0	0.0
CG42376	71.05654508524498	147.5459432353657	50.82886027247226	107.51894238355239	51.93801091455056	195.5762067005702
CG42379	0.0	0.0	0.0	0.0	0.0	0.0
CG42380	0.0	0.0	0.0	0.0	0.0	0.0
CG42381	0.0	0.0	0.0	0.0	0.0	0.0
CG42382	0.0	0.0	0.0	0.0	0.0	0.0
CG42383	0.736337254769378	0.0	1.8825503804619357	0.0	0.0	0.0
tal-1A	0.0	0.0	0.0	0.0	0.0	0.0
tal-2A	0.0	0.0	0.0	0.0	0.0	0.0
tal-3A	0.0	0.0	0.0	0.0	0.0	0.0
tal-AA	0.0	0.0	0.0	0.0	0.0	0.0
Nost	65.16584704708995	61.053493752565124	97.89261978402065	95.40413197413802	51.93801091455056	68.88852641514929
CG42389	1326.8797330944192	1017.5582292094186	1240.6007007244157	1037.3306413061039	896.7256578308118	668.3867270230826
CG42390	686.2663214450603	615.6227286716983	604.2986721282814	510.3363884965796	285.1290803268184	319.9115958401079
CG42391	1.840843136923445	0.0	0.0	1.5143513011767942	5.299797032096996	0.6720831845380418
CG42392	307.4208038662153	246.75787058328402	254.14430136236132	240.78185688711025	129.31504758316672	99.13226971936118
CG42393	1.104505882154067	2.543895573023547	0.0	1.5143513011767942	4.2398376256775965	22.17874508975538
CG42394	71.79288234001436	132.28256979722443	65.88926331616776	116.60505019061314	103.87602182910112	202.2970385459506
CG42395	2.577180391692823	5.087791146047094	3.7651007609238714	6.057405204707177	3.179878219258198	0.6720831845380418
CG42360	121.86381566433205	99.21192734791832	69.65436407709163	62.088403348248555	185.49289612339487	251.35911101722766
wech	981.9057292349655	895.4512417042885	766.1980048480078	622.3983847836623	1513.622032366902	1878.808542376096
CG42397	0.0	0.0	0.0	0.0	0.0	6.720831845380419
mmy	463.5243018773234	437.55003856005004	472.5201454959459	452.79103905186145	317.9878219258198	338.7299250071731
pzg	589.437972442887	478.2523677284268	491.34564930056524	449.76233644950787	364.62603580827334	171.71725364946968
zld	289.74870975175025	183.16048125769535	391.5704791360826	198.38002045416002	416.5640467228239	317.22326310195575
bora	0.0	0.0	3.7651007609238714	1.5143513011767942	0.0	1.6802079613451046
sinah	0.0	0.0	1.8825503804619357	0.0	0.0	1.6802079613451046
loopin-1	1.472674509538756	0.0	3.7651007609238714	0.0	1.0599594064193991	2.0162495536141254
SteXh:CG42398	0.0	0.0	0.0	0.0	0.0	0.0
CG42399	363.01426660130335	282.37240860561366	216.4932937531226	231.6957490800495	377.34554868530614	202.2970385459506
CG42402	1136.16838410915	1096.4189919731486	771.8456559893937	896.4959702966621	2279.972683208128	1440.9463476495619
Ca-beta	2928.4132622178163	2561.7028420347115	3313.2886696130067	3018.102143245351	2624.4594902944323	2467.2173704391516
CG42404	1292.640050747643	997.2070646252303	1225.5402976807202	934.354752826082	1426.7053610405114	1318.6272080636381
Hip14	793.7715606413894	707.202969300546	568.5302148995046	570.9104405436514	823.5884587878732	595.1296599084361
CG34309	0.368168627384689	0.0	0.0	1.5143513011767942	0.0	2.6883327381521673
