"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","GeneRatio_a","BgRatio_a"
"hsa04723","Organismal Systems","Nervous system","hsa04723","Retrograde endocannabinoid signaling","80/3832","149/8545",0.536912751677852,1.19726499558644,2.19028987983884,0.0177852319256372,0.137143899515469,0.119400270471529,"NDUFAB1/GABRA3/GABRA1/MAPK9/GNAI3/NDUFB4/ADCY2/GNB1/RIMS1/GNAO1/NDUFB2/ITPR3/NDUFB7/SLC32A1/CACNA1F/NDUFC1/NDUFS8/GABRG2/GNB4/NDUFS7/FAAH/NDUFB3/NDUFA8/GRIA2/ADCY7/NDUFA1/PRKCG/GNG13/GNGT1/NDUFA5/NDUFA2/PLCB2/NDUFA9/NDUFB10/CACNA1A/PRKACB/NDUFS6/NDUFB11/NDUFB9/CACNA1B/PLCB3/NDUFC2/MAPK13/CACNA1D/KCNJ6/NDUFS2/ADCY9/GNG3/KCNJ9/KCNJ3/DAGLB/ADCY1/NDUFB6/GABRB3/GNGT2/GNG8/GNG4/NDUFS5/GRM5/NDUFA3/GNB2/GNG5/NDUFA11/NDUFV2/SLC17A8/GABRR3/NDUFB1/NDUFA12/NDUFA6/NDUFA4L2/NDUFA13/GABRA5/GABRD/MAPK12/NDUFA4/NDUFS3/GNG10/LOC107984365/NDUFA7/GABRQ",80,80,149
"hsa05130","Human Diseases","Infectious disease: bacterial","hsa05130","Pathogenic Escherichia coli infection","106/3832","203/8545",0.522167487684729,1.16438444213622,2.13731379328164,0.0196484742590637,0.148217838432502,0.12904146710186,"BAIAP2L1/BAK1/ABCF2/MAPK9/CYFIP2/CASP8/LPAR2/CDC42/ACTB/TUBA3D/ARHGEF1/CTTN/BAX/EZR/TRADD/PYCARD/IKBKB/NFKBIB/TUBB4A/MYH14/CYTH2/WASL/ACTR3C/CYTH1/NHERF1/ARPC3/GAPDH/PTPN6/SEC24A/NCL/ACTR3/ARHGEF2/FASLG/GNA13/NCKAP1L/TUBA1B/TRAF2/TUBA4A/ARPC1B/ARHGEF11/ACTR3B/RAC1/MYO1G/ABI1/ARPC5L/RAB1A/ACTR2/TMBIM6/MYO1F/FCGR2A/ARF1/MYO10/PAK1/IL18/SEC24D/TUBA3E/MAPK13/CLDN12/TAB3/CLDN14/NLRP4/ARPC5/ARPC2/CASP3/CLDN3/ARF6/CASP7/MYO5B/TUBA1C/FADD/CXCL8/WIPF2/CYCS/MYD88/RELA/TUBB8B/BAIAP2/MYO1D/TUBAL3/F2/HCLS1/PAK2/F2R/CLDN7/ACTG1/IRAK1/LPAR5/CLDN6/MAPK12/TUBB4B/CLDN4/TUBB/MYO6/SRC/OCLN/TUBA3C/CLDN9/CLDN25/TNF/CLDN34/ARPC4/ARPC1A/BRK1/TUBB3/TUBB8/IKBKG",106,106,203
"hsa01240","Metabolism","Global and overview maps","hsa01240","Biosynthesis of cofactors","82/3832","154/8545",0.532467532467532,1.18735257435675,2.11547459899669,0.0212434596756795,0.156840010797038,0.13654810586607,"AK2/HSD17B6/ADSS2/CTPS2/BCAT1/MTHFD2/COASY/RDH11/CAD/AK6/GSS/NME3/NME4/EARS2/QPRT/BCAT2/AK1/PNPO/UGT2B10/UGDH/UMPS/KYNU/SPR/KMO/AKR1A1/PANK3/MTHFD1L/PPCS/IDO1/GCH1/CMPK2/RFK/PSAT1/UGT2A3/EPRS1/FPGS/ALDH1B1/GGH/PPCDC/RDH12/PMM2/NME7/PPOX/GMPPA/NAPRT/PTS/OXSM/MAT1A/TDO2/NADK2/PANK1/UGT2B4/RDH13/FLAD1/ALPP/ALPG/ALPI/AK8/COQ4/UGT1A6/COQ7/VKORC1/GUSB/SDR16C5/CTPS1/NME6/NADSYN1/COQ2/GMPPB/NQO1/SHMT2/AFMID/IDO2/UROS/UGT2B17/DHFR/NME1/ADSL/PDXP/NME2/NFS1/HMBS",82,82,154
"hsa05100","Human Diseases","Infectious disease: bacterial","hsa05100","Bacterial invasion of epithelial cells","44/3832","78/8545",0.564102564102564,1.25789572292704,2.06310490344339,0.0259585420752619,0.187050829042972,0.162850259169825,"CDH1/BCAR1/ELMO2/CTNNA2/CDC42/ACTB/DNM2/CTTN/SEPTIN3/ELMO3/PIK3R2/WASL/ACTR3C/ARPC3/ARHGEF26/ACTR3/FN1/MAD2L2/PIK3R3/CLTA/SEPTIN6/ARPC1B/ACTR3B/RAC1/ARPC5L/ACTR2/SEPTIN12/CLTC/SHC1/ITGA5/ARPC5/ARPC2/SEPTIN8/PTK2/CLTB/RHOG/SEPTIN1/HCLS1/ACTG1/SEPTIN9/SRC/CD2AP/ARPC4/ARPC1A",44,44,78
"hsa05168","Human Diseases","Infectious disease: viral","hsa05168","Herpes simplex virus 1 infection","95/3832","182/8545",0.521978021978022,1.16396195140976,2.01600857134068,0.0264135176458375,0.187050829042972,0.162850259169825,"BAD/BID/CD74/POU2F2/BAK1/EIF2AK2/CASP8/TRAF5/PILRA/EIF2AK1/BAX/OAS1/SRPK1/TRADD/TSC2/IKBKB/TYK2/PIK3R2/RHEB/RIGI/OAS3/OAS2/IFNG/SRSF9/IL12B/EIF2B4/IFIH1/STAT1/PIK3R3/FASLG/EIF2B2/PILRB/IRF3/TRAF2/TICAM1/NECTIN2/BST2/EIF2S1/SRSF1/POU2F3/TP53/AKT1/POU2F1/EIF2B5/IFNGR2/SRSF2/ITGA5/CASP3/CGAS/SYK/B2M/PDIA3/FADD/TAP1/STAT2/BCL2L1/IFNB1/EIF2AK3/CYCS/PPP1CA/HCFC1/MYD88/RELA/CALR/HLA-DQB1/ALYREF/TBK1/IRAK1/IRF7/CARD9/EIF4EBP1/HLA-DRB1/HLA-DQA1/SRC/HLA-DRB5/DAXX/TAP2/HLA-DRA/HLA-C/HLA-G/HLA-F/HLA-A/IRF9/HLA-DPB1/LTA/HLA-DPA1/TAPBP/HLA-DQB2/TNF/HLA-B/HLA-DOB/HLA-DMB/IKBKE/IKBKG/CCL5",95,95,182
"hsa05219","Human Diseases","Cancer: specific types","hsa05219","Bladder cancer","25/3832","41/8545",0.609756097560976,1.35969881358521,2.0816799445867,0.0274054972839985,0.19019415115095,0.165586899379107,"E2F2/TYMP/CDH1/FGFR3/ARAF/MMP9/E2F1/CCND1/E2F3/VEGFA/MAP2K2/KRAS/CDK4/MDM2/THBS1/TP53/ERBB2/CDKN2A/DAPK3/CXCL8/HRAS/MMP1/DAPK1/SRC/NRAS",25,25,41
"hsa04950","Human Diseases","Endocrine and metabolic disease","hsa04950","Maturity onset diabetes of the young","17/3832","26/8545",0.653846153846154,1.45801549702907,2.10895439135154,0.0280834639453568,0.191077686059584,0.166356122854848,"PAX6/HNF4A/HES1/IAPP/NEUROG3/FOXA2/NKX2-2/MNX1/PDX1/PKLR/NEUROD1/NKX6-1/HNF4G/ONECUT1/FOXA3/BHLHA15/MAFA",17,17,26
"hsa04966","Organismal Systems","Excretory system","hsa04966","Collecting duct acid secretion","18/3832","28/8545",0.642857142857143,1.43351103489412,2.07171733024717,0.030119260180082,0.200988140047855,0.174984365823553,"ATP6V1D/CA2/ATP6V0A4/TCIRG1/SLC12A7/ATP6V0E1/ATP6V1A/ATP6V1F/ATP6V1G1/ATP6V1C2/ATP6V1B2/ATP6V0D2/ATP6V1C1/ATP6V0D1/ATP6V0E2/ATP6V0C/ATP4B/ATP6V1G2",18,18,28
"hsa05017","Human Diseases","Neurodegenerative disease","hsa05017","Spinocerebellar ataxia","76/3832","144/8545",0.527777777777778,1.17689486198098,1.93030360876418,0.0327604100431949,0.214487967641295,0.186737590514339,"NFYA/SLC25A5/PSMB1/PSMC4/PSMA4/MAPK9/WIPI1/ATP2A3/VDAC3/PSMC5/ITPR3/PSMD8/XBP1/PSMC6/PSMA3/PSMB5/PSMA6/PSMA7/NOP56/SLC1A6/GRIN2D/PIK3R2/PSMA2/TWNK/PPIF/PSMD3/PSMD11/AMBRA1/PSMD14/GRIN3B/PIK3R3/GRIA2/ATG101/RBPJL/PSMB2/PRKCG/TRAF2/SEM1/PSMA1/MYOD1/ATXN10/ADRM1/KCNC3/PSMB7/PLCB2/AFG3L2/CACNA1A/AKT1/PSMB6/PSMA5/PLCB3/MCU/PSMD4/PSMB4/PSMC2/GRIN2C/OMA1/PSMD6/PSMC3/ATXN2L/CYCS/DAB1/PSMD1/SPTBN2/ATP2A2/PSMD2/GRIN1/ULK1/PSMD13/BECN2/ATP2A1/PSMD12/ATXN2/VDAC1/ATXN8OS/PSMB3",76,76,144
"hsa01230","Metabolism","Global and overview maps","hsa01230","Biosynthesis of amino acids","42/3832","75/8545",0.56,1.24874739039666,1.95093189981953,0.0336327433871322,0.216121517691387,0.188159792438732,"ALDH18A1/BCAT1/PFKP/PKM/IDH3G/ASNS/ENO1/PRPS2/PGK1/PYCR3/BCAT2/ENO3/GAPDH/TPI1/ENO2/GOT1/GOT2/ASL/PSAT1/SDS/SDSL/PFKL/PKLR/PYCR2/PSPH/PRPS1/ALDOA/MAT1A/RPIA/CBS/NAGS/PGK2/PGAM1/PAH/TALDO1/IDH2/SHMT2/PYCR1/ENO4/RPE/PGAM4/LOC102724560",42,42,75
"hsa03040","Genetic Information Processing","Transcription","hsa03040","Spliceosome","111/3832","217/8545",0.511520737327189,1.14064318905554,1.89222538408124,0.0344146036692847,0.217124863149851,0.189033325417889,"THOC3/SNRNP40/U2AF2/DHX8/XAB2/SNRPA/THOC1/WBP11/CHERP/SF3B2/FUS/HNRNPC/CDC5L/HNRNPM/SNU13/PHF5A/SNW1/ACIN1/PRPF6/CRNKL1/PQBP1/SNRNP70/SF3A2/PRPF31/BUD31/LSM5/EFTUD2/DHX15/HSPA8/PRPF19/MAGOHB/SRSF9/TCERG1/NCBP2/SF3B6/BCAS2/PRPF3/SMNDC1/SNRPC/THOC2/SNRPD2/SNRPB/SNRPB2/LSM8/LSM7/LSM4/SNRPA1/CTNNBL1/RBM17/HNRNPA1/SRSF1/TRA2B/PRPF4/NCBP1/PPIL1/SNRPF/EIF4A3/TXNL4A/SF3B4/SNRPG/SNRNP200/DDX46/ZMAT2/HNRNPU/CCDC12/U2AF1L4/SRSF2/MAGOH/TRA2A/RP9/HNRNPK/SNRPD1/USP39/PCBP1/SF3B5/HNRNPA3/LSM3/NCBP2L/PPIH/HSPA6/DDX23/SART1/PUF60/SNRPE/ALYREF/SRSF10/SF3B3/PRPF40A/RNU5A-1/RNU5B-1/RNU5D-1/RNU4-1/RNVU1-3/RNU4-2/HSPA1B/HSPA1A/HSPA1L/LSM2/DHX16/RNVU1-7/RNVU1-18/RNVU1-15/RNU6-9/ISY1/RBM8A/RNVU1-31/LOC124904613/RNVU1-27/LOC124904634/RNVU1-2A/RNVU1-8",111,111,217
"hsa00520","Metabolism","Carbohydrate metabolism","hsa00520","Amino sugar and nucleotide sugar metabolism","23/3832","38/8545",0.605263157894737,1.34967998022195,1.94791051064516,0.0374693704211915,0.232176277431312,0.202137393061691,"PGM3/GNPNAT1/RENBP/GPI/GALK1/UGDH/GNPDA1/UXS1/UAP1/GALE/NAGK/PMM2/GMPPA/HKDC1/HK1/FCSK/HK3/AMDHD2/PGM2/GMPPB/UAP1L1/GFPT1/FPGT",23,23,38
"hsa00533","Metabolism","Glycan biosynthesis and metabolism","hsa00533","Glycosaminoglycan biosynthesis - keratan sulfate","10/3832","14/8545",0.714285714285714,1.59279003877125,2.00151843340476,0.0414299135575997,0.252213684289247,0.219582367332061,"ST3GAL1/FUT8/B4GALT1/B4GALT2/B4GALT4/ST3GAL3/B3GNT7/B4GALT3/CHST1/CHST6",10,10,14
"hsa05131","Human Diseases","Infectious disease: bacterial","hsa05131","Shigellosis","126/3832","250/8545",0.504,1.12387265135699,1.79238744263062,0.0422715705550027,0.252900603148033,0.2201804128727,"CAPN1/CD44/MAPK9/BCAR1/ATG5/ELMO2/PFN2/WIPI1/CDC42/UBE2D1/ACTB/TRAF5/GSK3B/CTTN/ATG16L1/BAX/ITPR3/SEPTIN3/RBX1/MAP1LC3A/TRADD/PYCARD/RIPK2/IKBKB/NFKBIB/CYTH2/PIK3R2/GSK3A/WASL/MYL10/ACTR3C/RPS6KB1/PFN1/CYTH1/ARPC3/ACTR3/PLCD4/ARHGEF2/PIK3R3/MYL12B/CBX3/SEPTIN6/RBCK1/CAPNS1/IRF3/TRAF2/ARPC1B/DIAPH1/UBE2D2/ACTR3B/MDM2/RAC1/ARPC5L/PLCB2/FNBP1L/ACTR2/SEPTIN12/TP53/RPTOR/AKT1/ARF1/TIFA/PLCB3/IL18/HKDC1/HK1/MAPK13/TAB3/HK3/SQSTM1/U2AF1L4/ITGA5/ARPC5/H3-3A/ARPC2/PRKCD/SEPTIN8/CGAS/ARF6/BTRC/H3-4/UBE2V2/PTK2/CXCL8/UBB/BCL2L1/IFNB1/CYCS/MYD88/RELA/GLMN/RPS6KB2/PFN4/UBE2N/SHARPIN/MYL11/HCLS1/H3C13/TBK1/ACTG1/SEPTIN9/MAPK12/H3-5/BECN2/SRC/H3C12/H3C14/H3C15/FOXO6/AKT1S1/VDAC1/MYL5/UBA52/TNF/ARPC4/ARPC1A/IKBKG/CCL5/H3C8/H3C6/H3C11/H3C1/H3C7/H3C10/H3C2/H3C3",126,126,250
"hsa05208","Human Diseases","Cancer: overview","hsa05208","Chemical carcinogenesis - reactive oxygen species","115/3832","227/8545",0.506607929515419,1.12968808917256,1.78565770530661,0.0431701717812783,0.253899145900061,0.221049764517875,"BAD/NDUFAB1/SLC25A5/NOX1/UQCRC1/MAPK9/CYBA/NDUFB4/SDHA/ARAF/VDAC3/KEAP1/NDUFB2/ATP5F1D/NDUFB7/HMOX1/HIF1A/IKBKB/EPHX3/PRKD2/PIK3R2/PPIF/NDUFC1/NDUFS8/COX6A1/COX7A2/VEGFA/NDUFS7/COX7A2L/ATP5PB/NCF2/AKR1A1/PIK3R3/NDUFB3/NDUFA8/ATP5F1E/NDUFA1/COX6B1/MAP2K2/COX7C/UQCR11/NDUFA5/COX7B/NDUFA2/KRAS/GSTM3/ATP5MC2/COX5B/RAC1/CYP1B1/NDUFA9/NDUFB10/PDPK1/SOD1/AKT1/SDHC/ABL2/ACP1/SLC26A1/NDUFS6/NDUFB11/NDUFB9/GSTO1/PTPRJ/NDUFC2/ATP5MC3/MAPK13/COX6A2/NCF1/NDUFS2/ATP5MC1/PRKCD/UQCRQ/COX6C/NDUFB6/ATP5F1C/LPO/ATP5PD/NDUFS5/PTK2/COX7B2/NDUFA3/EPHX4/RELA/UQCRH/GSTA3/SLC26A9/HRAS/NDUFA11/COX8A/GRB2/NDUFV2/COX5A/CYC1/NQO1/NDUFB1/UQCR10/NDUFA12/NDUFA6/NDUFA4L2/NDUFA13/MAPK12/NDUFA4/PTPN1/SRC/CYP2F1/NRAS/VDAC1/NDUFS3/SLC26A6/UQCRHL/GSTA2/LOC107984365/NDUFA7/IKBKG",115,115,227
"hsa04914","Organismal Systems","Endocrine system","hsa04914","Progesterone-mediated oocyte maturation","59/3832","111/8545",0.531531531531532,1.18526538020275,1.77146923045876,0.0472663548179008,0.273357085363527,0.237990242679606,"MAD1L1/MAPK9/GNAI3/STK10/ARAF/ADCY2/KIF22/HSP90AA1/PGR/AURKA/ANAPC5/CDC23/HSP90AB1/CDC25B/FZR1/PIK3R2/ANAPC15/MAD2L2/PIK3R3/RPS6KA1/ADCY7/CDK2/PKMYT1/ANAPC13/CCNA1/KRAS/CCNB1/SPDYE1/IGF1R/ANAPC11/AKT1/PRKACB/CCNA2/CCNB3/MAPK13/CCNB2/CDC25C/ADCY9/SPDYA/CDC25A/MAD2L1/ADCY1/PLK1/BUB1/SPDYE5/CDK1/SPDYE2B/ANAPC2/SPDYE12/SPDYE16/SPDYE17/MAPK12/ANAPC7/SPDYC/SPDYE2/SPDYE3/SPDYE21/SPDYE6/SPDYE10",59,59,111
"hsa05323","Human Diseases","Immune disease","hsa05323","Rheumatoid arthritis","51/3832","95/8545",0.536842105263158,1.1971074607186,1.74193185567183,0.051041889303364,0.290353042430612,0.252787268853589,"ITGAL/ATP6V1H/ATP6AP1/ICAM1/IL11/ATP6V1D/TNFSF13B/ACP5/TGFB1/ATP6V0A4/TCIRG1/IL23A/IFNG/VEGFA/ATP6V0E1/CD86/ATP6V1A/CCL20/ATP6V0B/TGFB3/CD80/ATP6V1F/ATP6V1G1/ATP6V1C2/ATP6V1B2/ATP6V0D2/MMP3/IL18/ATP6V1C1/ATP6V0D1/ITGB2/CTLA4/CXCL8/ATP6V0E2/HLA-DQB1/ATP6V0C/HLA-DRB1/MMP1/HLA-DQA1/HLA-DRB5/HLA-DRA/ATP6V1G2/HLA-DPB1/LTB/HLA-DPA1/HLA-DQB2/TNF/HLA-DOB/HLA-DMB/CCL5/CCL3L1",51,51,95
"hsa04114","Cellular Processes","Cell growth and death","hsa04114","Oocyte meiosis","72/3832","139/8545",0.517985611510791,1.15505925113771,1.66190058102007,0.0578403568702696,0.322784206130484,0.281022500104501,"MAD1L1/CAMK2B/CAMK2A/SMC1A/SMC1B/ADCY2/PGR/AURKA/ANAPC5/CDC23/ITPR3/RBX1/REC8/CCNE1/PPP2R1A/YWHAE/ANAPC15/FBXO5/PPP2CA/MAD2L2/CDC20/RPS6KA1/ADCY7/CDK2/PKMYT1/YWHAH/ANAPC13/SGO1/CCNB1/YWHAQ/ESPL1/SPDYE1/IGF1R/ANAPC11/PRKACB/CALM2/PPP2R5E/FBXO43/MAPK13/CCNB2/CDC25C/CALM3/ADCY9/SPDYA/MAD2L1/PTTG1/ADCY1/YWHAZ/BTRC/PLK1/YWHAB/AR/BUB1/CALML6/SPDYE5/CDK1/PPP1CA/SPDYE2B/CCNE2/ANAPC2/CALML5/SPDYE12/SPDYE16/SPDYE17/MAPK12/ANAPC7/SPDYC/SPDYE2/SPDYE3/SPDYE21/SPDYE6/SPDYE10",72,72,139
"hsa04210","Cellular Processes","Cell growth and death","hsa04210","Apoptosis","71/3832","137/8545",0.518248175182482,1.15564474345885,1.65593406460113,0.0586034725827679,0.322784206130484,0.281022500104501,"BAD/CAPN1/BID/BAK1/MAPK9/TRAF1/CASP8/ACTB/TUBA3D/BAX/BIRC5/ITPR3/GZMB/CTSZ/XIAP/TRADD/CTSH/IKBKB/BBC3/PIK3R2/CASP2/LMNB1/HTRA2/PIK3R3/FASLG/CTSD/TUBA1B/MAP2K2/TRAF2/TUBA4A/PARP2/GADD45G/KRAS/EIF2S1/CTSV/CASP6/BCL2A1/NOL3/PDPK1/TP53/PMAIP1/AKT1/PARP1/TUBA3E/BCL2L11/AIFM1/CTSS/CASP3/CTSB/CASP7/ENDOG/TUBA1C/FADD/DFFB/BCL2L1/EIF2AK3/CYCS/CTSW/RELA/HRAS/DDIT3/LMNB2/PIDD1/TUBAL3/ACTG1/DIABLO/TUBA3C/DAXX/NRAS/TNF/IKBKG",71,71,137
"hsa00790","Metabolism","Metabolism of cofactors and vitamins","hsa00790","Folate biosynthesis","17/3832","28/8545",0.607142857142857,1.35387153295556,1.69112601178473,0.0670347688736224,0.363454137486672,0.316430570176474,"MOCOS/SPR/TPH1/GCH1/PCBD2/FPGS/GGH/TPH2/PTS/QDPR/ALPP/ALPG/ALPI/PCBD1/PAH/TH/DHFR",17,17,28
"hsa04215","Cellular Processes","Cell growth and death","hsa04215","Apoptosis - multiple species","19/3832","32/8545",0.59375,1.3240067197286,1.65570263506209,0.0701037698285584,0.374246278930919,0.325826428191032,"BID/BAK1/MAPK9/CASP8/BAX/BIRC5/BIRC7/XIAP/BBC3/HTRA2/PMAIP1/BCL2L11/CASP3/CASP7/FADD/BCL2L1/CYCS/DIABLO/BECN2",19,19,32
"hsa04530","Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","86/3832","170/8545",0.505882352941176,1.12807012157681,1.5208084776092,0.0747943147322584,0.393236775940813,0.342359941437929,"WAS/MAPK9/PRKCZ/CDC42/LLGL2/PPP2R2C/ACTB/TUBA3D/DLG3/CTTN/EZR/PARD6A/ARHGEF18/TJP3/MYH14/PPP2R1A/ACTR3C/NHERF1/CCND1/ARPC3/PPP2CA/ACTR3/PRKAG3/ARHGEF2/STK11/MYL12B/TUBA1B/RAP2C/PARD6B/VASP/SYMPK/TUBA4A/ARPC1B/CRB3/PCNA/PATJ/ACTR3B/CDK4/RAC1/GATA4/ARPC5L/ACTR2/MARVELD3/ERBB2/PRKACB/CGN/RAB13/TUBA3E/MARVELD2/TIAM1/CLDN12/CACNA1D/CD1A/CD1B/CD1E/F11R/RAPGEF6/RUNX1/CLDN14/PRKAA2/ARPC5/ARPC2/PRKCI/MICALL2/CLDN3/RAB8A/TUBA1C/HSPA4/TUBAL3/HCLS1/SCRIB/CLDN7/PRKAG1/IGSF5/ACTG1/CLDN6/CLDN4/MYL6B/SRC/OCLN/TUBA3C/CLDN9/CLDN25/CLDN34/ARPC4/ARPC1A",86,86,170
"hsa04727","Organismal Systems","Nervous system","hsa04727","GABAergic synapse","47/3832","89/8545",0.528089887640449,1.17759083765335,1.51854519537246,0.0793824516357772,0.40989678970132,0.356864488531105,"SLC6A13/GABRA3/SLC38A5/GABRA1/GNAI3/NSF/ADCY2/GNB1/GNAO1/SLC32A1/CACNA1F/SLC6A12/SLC38A1/GABRG2/GNB4/ADCY7/SLC12A5/PRKCG/GNG13/GNGT1/GAD1/SLC6A11/GLS2/GAD2/GABBR2/CACNA1A/PRKACB/CACNA1B/SLC6A1/CACNA1D/KCNJ6/ADCY9/GNG3/ADCY1/GABRB3/GNGT2/GNG8/GNG4/GNB2/GNG5/ABAT/GABRR3/GABRA5/GABRD/SRC/GNG10/GABRQ",47,47,89
"hsa04260","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","46/3832","87/8545",0.528735632183908,1.17903078732033,1.5133805831847,0.0803255956763394,0.40989678970132,0.356864488531105,"CACNG3/CACNA2D2/UQCRC1/CACNB1/ATP1B3/ATP2A3/CACNG5/CACNG4/SLC9A1/MYH7/CACNA1F/ATP1A3/CACNG7/CACNG1/COX6A1/COX7A2/TNNC1/COX7A2L/SLC8A2/COX6B1/COX7C/UQCR11/TNNI3/CACNG6/COX7B/ATP1A4/COX5B/CACNG8/ATP1B1/TPM3/COX6A2/CACNA1D/UQCRQ/COX6C/TPM4/CACNB3/COX7B2/UQCRH/ATP2A2/COX8A/COX5A/CYC1/UQCR10/ATP2A1/MYH6/UQCRHL",46,46,87
"hsa03083","Genetic Information Processing","Chromosome","hsa03083","Polycomb repressive complex","44/3832","83/8545",0.530120481927711,1.1821188721483,1.5033224321864,0.082215985379803,0.413462998939009,0.359969302883348,"JARID2/UBE2D1/EED/KDM2B/L3MBTL2/RBBP7/SCML2/EZH2/FBRSL1/PCGF1/HDAC1/PHF19/RNF2/CBX3/MAX/UBE2D2/DCAF7/FOXK2/CBX8/CBX4/MTF2/FBRS/RBBP4/BAP1/SFMBT1/MBD6/BMI1/HCFC1/KDM2A/CBX2/SUZ12/AURKB/BCOR/PCGF3/USP7/LCOR/WDR5/HDAC2/WDR5B/TFDP1/CSNK2B/YY2/EPOP/PCGF2",44,44,83
"hsa05166","Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","111/3832","224/8545",0.495535714285714,1.10499808939755,1.43586065348847,0.0859101376864775,0.425868825388681,0.370770067910061,"MAD1L1/SLC25A5/ITGAL/E2F2/RANBP3/MAPK9/CREB3L3/SPI1/POLB/TCF3/NFKB2/ADCY2/VDAC3/XPO1/BAX/ANAPC5/ICAM1/CDC23/RANBP1/TSPO/IL2RB/NFATC4/E2F1/XIAP/VAC14/IKBKB/RELB/CCNE1/TGFB1/JAK3/PIK3R2/CREB3/KAT2A/CCND1/ANAPC15/LTBR/E2F3/IL1R2/SLC2A1/CDC20/PIK3R3/TGFB3/ADCY7/CDK2/ELK1/MAP2K2/CANX/ANAPC13/RAN/CCNA1/KRAS/IL2RA/CDK4/ESPL1/TP53/ANAPC11/AKT1/PRKACB/CREB3L4/CCNA2/IL2RG/CDKN2A/CHEK1/BUB3/BUB1B/CCNB2/CREB3L1/TNFRSF13C/ITGB2/CD3G/CRTC2/FDPS/ADCY9/MAD2L1/TERT/PTTG1/ADCY1/B2M/CD3D/BCL2L1/RELA/HRAS/CCNE2/ANAPC2/CALR/HLA-DQB1/LCK/CHEK2/HLA-DRB1/TRRAP/ANAPC7/HLA-DQA1/HLA-DRB5/CD3E/HLA-DRA/HLA-C/HLA-G/HLA-F/HLA-A/NRAS/VDAC1/ATF6B/HLA-DPB1/LTA/HLA-DPA1/HLA-DQB2/TNF/HLA-B/HLA-DOB/HLA-DMB/IKBKG",111,111,224
"hsa00010","Metabolism","Carbohydrate metabolism","hsa00010","Glycolysis / Gluconeogenesis","36/3832","67/8545",0.537313432835821,1.19815847692643,1.46824320949432,0.0896364000970647,0.43689990362315,0.380373949157725,"ALDH3B1/PFKP/PKM/ENO1/PCK2/PGK1/GPI/GAPDHS/MINPP1/ENO3/GAPDH/TPI1/ENO2/AKR1A1/FBP2/ALDH3B2/LDHA/ALDH1B1/G6PC3/PFKL/PKLR/GALM/ALDOA/ACSS1/HKDC1/HK1/ADPGK/HK3/FBP1/LDHC/PGM2/PGK2/PGAM1/BPGM/ENO4/PGAM4",36,36,67
"hsa00900","Metabolism","Metabolism of terpenoids and polyketides","hsa00900","Terpenoid backbone biosynthesis","14/3832","23/8545",0.608695652173913,1.35733411999637,1.54725640785827,0.0908660926762584,0.43689990362315,0.380373949157725,"ZMPSTE24/MVK/HMGCS1/HMGCR/ICMT/ACAT2/PDSS1/GGPS1/FDPS/PMVK/MVD/FNTA/RCE1/FNTB",14,14,23
"hsa04120","Genetic Information Processing","Folding, sorting and degradation","hsa04120","Ubiquitin mediated proteolysis","72/3832","142/8545",0.507042253521127,1.13065659090241,1.41564044817287,0.0919126598400286,0.43689990362315,0.380373949157725,"UBE3C/BRCA1/UBA6/CUL7/UBE2D1/UBE2A/PIAS2/UBE2K/KEAP1/ANAPC5/CDC23/CDC34/PPIL2/RBX1/BIRC7/XIAP/MGRN1/STUB1/UBE2I/ELOB/UBE2W/UBR5/PIAS4/FZR1/UBE2R2/CUL2/UBE2S/TRIM37/PRPF19/ANAPC15/RNF7/FANCL/CDC20/WWP1/ANAPC13/UBE2M/UBA1/UBE2D2/PIAS3/VHL/MDM2/CUL4A/ANAPC11/SAE1/CBLC/COP1/UBA3/SKP2/ELOC/UBE2L6/UBE2Z/UBE2J2/AIRE/UBE2Q1/SYVN1/BTRC/DDB1/UBE2E1/UBB/FBXW8/UBE2C/UBE2O/ANAPC2/UBE2N/UBE2F/SOCS1/UBE2L3/UBE2H/NHLRC1/ANAPC7/UBE2QL1/UBA52",72,72,142
"hsa04744","Organismal Systems","Sensory system","hsa04744","Phototransduction","17/3832","29/8545",0.586206896551724,1.30718630768123,1.49409315665375,0.0959064790993422,0.449723624965834,0.391538541984512,"GNB1/GUCY2F/GRK7/GNAT1/GNGT1/SAG/GUCY2D/PDE6A/PDE6B/GNAT2/CALM2/CALM3/RHO/CALML6/CALML5/PDE6G/GRK1",17,17,29
"hsa05330","Human Diseases","Immune disease","hsa05330","Allograft rejection","22/3832","39/8545",0.564102564102564,1.25789572292704,1.45548724576476,0.0981182289273342,0.453960339170466,0.395227111609051,"GZMB/IFNG/IL12B/CD86/FASLG/CD80/HLA-DQB1/HLA-DRB1/HLA-DQA1/HLA-DRB5/HLA-DRA/HLA-C/HLA-G/HLA-F/HLA-A/HLA-DPB1/HLA-DPA1/HLA-DQB2/TNF/HLA-B/HLA-DOB/HLA-DMB",22,22,39
