Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Conductivity,,Gradient Concentration,,System Flow,,Pressure,,Fraction,,Injection,,Run Log,,
ml,mAU,ml,mS/cm,ml,%B,ml,ml/min,ml,MPa,ml,Fraction,ml,Injection,ml,Logbook,
28.941,190.3939,28.941,0.3,28.941,0,28.941,5,28.941,0.04,,,,,,,
28.948,190.39,28.948,0.3,28.948,0,28.948,5,28.948,0.04,,,,,,,
28.955,190.39,28.955,0.3,28.955,0,28.955,5,28.955,0.04,,,,,,,
28.962,190.39,28.962,0.3,28.962,0,28.962,5,28.962,0.04,,,,,,,
28.969,190.39,28.969,0.3,28.969,0,28.969,5,28.969,0.04,,,,,,,
28.976,190.39,28.976,0.3,28.976,0,28.976,5,28.976,0.04,,,,,,,
28.983,190.39,28.983,0.3,28.983,0,28.983,5,28.983,0.04,,,,,,,
28.99,190.39,28.99,0.3,28.99,0,28.99,5,28.99,0.04,,,,,,,
28.997,190.39,28.997,0.3,28.997,0,28.997,5,28.997,0.04,,,,,,,
29.004,190.3938,29.004,0.3,29.004,0,29.004,5,29.004,0.04,,,,,,,
29.011,190.398,29.011,0.3,29.011,0,29.011,5,29.011,0.04,,,,,,,
29.018,190.4,29.018,0.3,29.018,0,29.018,5,29.018,0.04,,,,,,,
29.025,190.4,29.025,0.3,29.025,0,29.025,5,29.025,0.04,,,,,,,
29.032,190.4,29.032,0.3,29.032,0,29.032,5,29.032,0.04,,,,,,,
29.039,190.4,29.039,0.3,29.039,0,29.039,5,29.039,0.04,,,,,,,
29.046,190.4,29.046,0.3,29.046,0,29.046,5,29.046,0.04,,,,,,,
29.053,190.4032,29.053,0.3,29.053,0,29.053,5,29.053,0.04,,,,,,,
29.06,190.4074,29.06,0.3,29.06,0,29.06,5,29.06,0.04,,,,,,,
29.067,190.41,29.067,0.3,29.067,0,29.067,5,29.067,0.04,,,,,,,
29.074,190.41,29.074,0.3,29.074,0,29.074,5,29.074,0.04,,,,,,,
29.081,190.41,29.081,0.3,29.081,0,29.081,5,29.081,0.04,,,,,,,
29.088,190.41,29.088,0.3,29.088,0,29.088,5,29.088,0.04,,,,,,,
29.095,190.41,29.095,0.3,29.095,0,29.095,5,29.095,0.04,,,,,,,
29.102,190.41,29.102,0.3,29.102,0,29.102,5,29.102,0.04,,,,,,,
29.109,190.41,29.109,0.3,29.109,0,29.109,5,29.109,0.04,,,,,,,
29.116,190.41,29.116,0.3,29.116,0,29.116,5,29.116,0.04,,,,,,,
29.123,190.41,29.123,0.3,29.123,0,29.123,5,29.123,0.04,,,,,,,
29.13,190.41,29.13,0.3,29.13,0,29.13,5,29.13,0.04,,,,,,,
29.137,190.41,29.137,0.3,29.137,0,29.137,5,29.137,0.04,,,,,,,
29.144,190.41,29.144,0.3,29.144,0,29.144,5,29.144,0.04,,,,,,,
29.151,190.41,29.151,0.3,29.151,0,29.151,5,29.151,0.04,,,,,,,
29.158,190.41,29.158,0.3,29.158,0,29.158,5,29.158,0.04,,,,,,,
29.165,190.41,29.165,0.3,29.165,0,29.165,5,29.165,0.04,,,,,,,
29.172,190.41,29.172,0.3,29.172,0,29.172,5,29.172,0.04,,,,,,,
29.179,190.41,29.179,0.3,29.179,0,29.179,5,29.179,0.04,,,,,,,
29.186,190.41,29.186,0.3,29.186,0,29.186,5,29.186,0.04,,,,,,,
29.193,190.41,29.193,0.3,29.193,0,29.193,5,29.193,0.04,,,,,,,
29.2,190.41,29.2,0.3,29.2,0,29.2,5,29.2,0.04,,,,,,,
29.207,190.41,29.207,0.3,29.207,0,29.207,5,29.207,0.04,,,,,,,
29.214,190.41,29.214,0.3,29.214,0,29.214,5,29.214,0.04,,,,,,,
29.221,190.41,29.221,0.3,29.221,0,29.221,5,29.221,0.04,,,,,,,
29.228,190.41,29.228,0.3,29.228,0,29.228,5,29.228,0.04,,,,,,,
29.235,190.41,29.235,0.3,29.235,0,29.235,5,29.235,0.04,,,,,,,
29.242,190.41,29.242,0.3,29.242,0,29.242,5,29.242,0.04,,,,,,,
29.249,190.41,29.249,0.3,29.249,0,29.249,5,29.249,0.04,,,,,,,
29.256,190.41,29.256,0.3,29.256,0,29.256,5,29.256,0.04,,,,,,,
29.263,190.41,29.263,0.3,29.263,0,29.263,5,29.263,0.04,,,,,,,
29.27,190.41,29.27,0.3,29.27,0,29.27,5,29.27,0.04,,,,,,,
29.277,190.41,29.277,0.3,29.277,0,29.277,5,29.277,0.04,,,,,,,
29.284,190.41,29.284,0.3,29.284,0,29.284,5,29.284,0.04,,,,,,,
29.291,190.41,29.291,0.3,29.291,0,29.291,5,29.291,0.04,,,,,,,
29.298,190.41,29.298,0.3,29.298,0,29.298,5,29.298,0.04,,,,,,,
29.305,190.41,29.305,0.3,29.305,0,29.305,5,29.305,0.04,,,,,,,
29.312,190.41,29.312,0.3,29.312,0,29.312,5,29.312,0.04,,,,,,,
29.319,190.41,29.319,0.3,29.319,0,29.319,5,29.319,0.04,,,,,,,
29.326,190.41,29.326,0.3,29.326,0,29.326,5,29.326,0.04,,,,,,,
29.333,190.41,29.333,0.3,29.333,0,29.333,5,29.333,0.04,,,,,,,
29.34,190.41,29.34,0.3,29.34,0,29.34,5,29.34,0.04,,,,,,,
29.347,190.41,29.347,0.3,29.347,0,29.347,5,29.347,0.04,,,,,,,
29.354,190.41,29.354,0.3,29.354,0,29.354,5,29.354,0.04,,,,,,,
29.361,190.41,29.361,0.3,29.361,0,29.361,5,29.361,0.04,,,,,,,
29.368,190.41,29.368,0.3,29.368,0,29.368,5,29.368,0.04,,,,,,,
29.375,190.41,29.375,0.3,29.375,0,29.375,5,29.375,0.04,,,,,,,
29.382,190.4095,29.382,0.3,29.382,0,29.382,5,29.382,0.04,,,,,,,
29.389,190.4053,29.389,0.3,29.389,0,29.389,5,29.389,0.04,,,,,,,
29.396,190.4012,29.396,0.3,29.396,0,29.396,5,29.396,0.04,,,,,,,
29.403,190.4,29.403,0.3,29.403,0,29.403,5,29.403,0.04,,,,,,,
29.41,190.4,29.41,0.3,29.41,0,29.41,5,29.41,0.04,,,,,,,
29.417,190.4,29.417,0.3,29.417,0,29.417,5,29.417,0.04,,,,,,,
29.424,190.4,29.424,0.3,29.424,0,29.424,5,29.424,0.04,,,,,,,
29.431,190.4,29.431,0.3,29.431,0,29.431,5,29.431,0.04,,,,,,,
29.438,190.4,29.438,0.3,29.438,0,29.438,5,29.438,0.04,,,,,,,
29.445,190.4,29.445,0.3,29.445,0,29.445,5,29.445,0.04,,,,,,,
29.452,190.4,29.452,0.3,29.452,0,29.452,5,29.452,0.04,,,,,,,
29.459,190.4,29.459,0.3,29.459,0,29.459,5,29.459,0.04,,,,,,,
29.466,190.4,29.466,0.3,29.466,0,29.466,5,29.466,0.04,,,,,,,
29.473,190.4,29.473,0.3,29.473,0,29.473,5,29.473,0.04,,,,,,,
29.48,190.4,29.48,0.3,29.48,0,29.48,5,29.48,0.04,,,,,,,
29.487,190.4,29.487,0.3,29.487,0,29.487,5,29.487,0.04,,,,,,,
29.494,190.4,29.494,0.3,29.494,0,29.494,5,29.494,0.04,,,,,,,
29.501,190.4018,29.501,0.3,29.501,0,29.501,5,29.501,0.04,,,,,,,
29.507,190.406,29.507,0.3,29.507,0,29.507,5,29.507,0.04,,,,,,,
29.514,190.41,29.514,0.3,29.514,0,29.514,5,29.514,0.04,,,,,,,
29.521,190.41,29.521,0.3,29.521,0,29.521,5,29.521,0.04,,,,,,,
29.528,190.41,29.528,0.3,29.528,0,29.528,5,29.528,0.04,,,,,,,
29.535,190.41,29.535,0.3,29.535,0,29.535,5,29.535,0.04,,,,,,,
29.542,190.41,29.542,0.3,29.542,0,29.542,5,29.542,0.04,,,,,,,
29.549,190.41,29.549,0.3,29.549,0,29.549,5,29.549,0.04,,,,,,,
29.556,190.41,29.556,0.3,29.556,0,29.556,5,29.556,0.04,,,,,,,
29.563,190.41,29.563,0.3,29.563,0,29.563,5,29.563,0.04,,,,,,,
29.57,190.4063,29.57,0.3,29.57,0,29.57,5,29.57,0.04,,,,,,,
29.577,190.4021,29.577,0.3,29.577,0,29.577,5,29.577,0.04,,,,,,,
29.584,190.4,29.584,0.3,29.584,0,29.584,5,29.584,0.04,,,,,,,
29.591,190.4,29.591,0.3,29.591,0,29.591,5,29.591,0.04,,,,,,,
29.598,190.4,29.598,0.3,29.598,0,29.598,5,29.598,0.04,,,,,,,
29.605,190.4,29.605,0.3,29.605,0,29.605,5,29.605,0.04,,,,,,,
29.612,190.4,29.612,0.3,29.612,0,29.612,5,29.612,0.04,,,,,,,
29.619,190.4,29.619,0.3,29.619,0,29.619,5,29.619,0.04,,,,,,,
29.626,190.4,29.626,0.3,29.626,0,29.626,5,29.626,0.04,,,,,,,
29.633,190.4,29.633,0.3,29.633,0,29.633,5,29.633,0.04,,,,,,,
29.64,190.4,29.64,0.3,29.64,0,29.64,5,29.64,0.04,,,,,,,
29.647,190.4,29.647,0.3,29.647,0,29.647,5,29.647,0.04,,,,,,,
29.654,190.4,29.654,0.3,29.654,0,29.654,5,29.654,0.04,,,,,,,
29.661,190.4,29.661,0.3,29.661,0,29.661,5,29.661,0.04,,,,,,,
29.668,190.4,29.668,0.3,29.668,0,29.668,5,29.668,0.04,,,,,,,
29.675,190.4,29.675,0.3,29.675,0,29.675,5,29.675,0.04,,,,,,,
29.682,190.4,29.682,0.3,29.682,0,29.682,5,29.682,0.04,,,,,,,
29.689,190.4,29.689,0.3,29.689,0,29.689,5,29.689,0.04,,,,,,,
29.696,190.4,29.696,0.3,29.696,0,29.696,5,29.696,0.04,,,,,,,
29.703,190.4,29.703,0.3,29.703,0,29.703,5,29.703,0.04,,,,,,,
29.71,190.4,29.71,0.3,29.71,0,29.71,5,29.71,0.04,,,,,,,
29.717,190.4,29.717,0.3,29.717,0,29.717,5,29.717,0.04,,,,,,,
29.724,190.4,29.724,0.3,29.724,0,29.724,5,29.724,0.04,,,,,,,
29.731,190.4,29.731,0.3,29.731,0,29.731,5,29.731,0.04,,,,,,,
29.738,190.4,29.738,0.3,29.738,0,29.738,5,29.738,0.04,,,,,,,
29.745,190.4,29.745,0.3,29.745,0,29.745,5,29.745,0.04,,,,,,,
29.752,190.4,29.752,0.3,29.752,0,29.752,5,29.752,0.04,,,,,,,
29.759,190.4,29.759,0.3,29.759,0,29.759,5,29.759,0.04,,,,,,,
29.766,190.4,29.766,0.3,29.766,0,29.766,5,29.766,0.04,,,,,,,
29.773,190.4,29.773,0.3,29.773,0,29.773,5,29.773,0.04,,,,,,,
29.78,190.4,29.78,0.3,29.78,0,29.78,5,29.78,0.04,,,,,,,
29.787,190.4038,29.787,0.3,29.787,0,29.787,5,29.787,0.04,,,,,,,
29.794,190.408,29.794,0.3,29.794,0,29.794,5,29.794,0.04,,,,,,,
29.801,190.41,29.801,0.3,29.801,0,29.801,5,29.801,0.04,,,,,,,
29.808,190.41,29.808,0.3,29.808,0,29.808,5,29.808,0.04,,,,,,,
29.815,190.41,29.815,0.3,29.815,0,29.815,5,29.815,0.04,,,,,,,
29.822,190.41,29.822,0.3,29.822,0,29.822,5,29.822,0.04,,,,,,,
29.829,190.41,29.829,0.3,29.829,0,29.829,5,29.829,0.04,,,,,,,
29.836,190.4132,29.836,0.3,29.836,0,29.836,5,29.836,0.04,,,,,,,
29.843,190.4174,29.843,0.3,29.843,0,29.843,5,29.843,0.04,,,,,,,
29.85,190.42,29.85,0.3,29.85,0,29.85,5,29.85,0.04,,,,,,,
29.857,190.42,29.857,0.3,29.857,0,29.857,5,29.857,0.04,,,,,,,
29.864,190.42,29.864,0.3,29.864,0,29.864,5,29.864,0.04,,,,,,,
29.871,190.42,29.871,0.3,29.871,0,29.871,5,29.871,0.04,,,,,,,
29.878,190.42,29.878,0.3,29.878,0,29.878,5,29.878,0.04,,,,,,,
29.885,190.42,29.885,0.3,29.885,0,29.885,5,29.885,0.04,,,,,,,
29.892,190.42,29.892,0.3,29.892,0,29.892,5,29.892,0.04,,,,,,,
29.899,190.4191,29.899,0.3,29.899,0,29.899,5,29.899,0.04,,,,,,,
29.906,190.4149,29.906,0.3,29.906,0,29.906,5,29.906,0.04,,,,,,,
29.913,190.4107,29.913,0.3,29.913,0,29.913,5,29.913,0.04,,,,,,,
29.92,190.41,29.92,0.3,29.92,0,29.92,5,29.92,0.04,,,,,,,
29.927,190.41,29.927,0.3,29.927,0,29.927,5,29.927,0.04,,,,,,,
29.934,190.41,29.934,0.3,29.934,0,29.934,5,29.934,0.04,,,,,,,
29.941,190.41,29.941,0.3,29.941,0,29.941,5,29.941,0.04,,,,,,,
29.948,190.4103,29.948,0.3,29.948,0,29.948,5,29.948,0.04,,,,,,,
29.955,190.4145,29.955,0.3,29.955,0,29.955,5,29.955,0.04,,,,,,,
29.962,190.4187,29.962,0.3,29.962,0,29.962,5,29.962,0.04,,,,,,,
29.969,190.42,29.969,0.3,29.969,0,29.969,5,29.969,0.04,,,,,,,
29.976,190.42,29.976,0.3,29.976,0,29.976,5,29.976,0.04,,,,,,,
29.983,190.42,29.983,0.3,29.983,0,29.983,5,29.983,0.04,,,,,,,
29.99,190.42,29.99,0.3,29.99,0,29.99,5,29.99,0.04,,,,,,,
29.997,190.42,29.997,0.3,29.997,0,29.997,5,29.997,0.04,,,,,,,
30.004,190.42,30.004,0.3,30.004,0,30.004,5,30.004,0.04,,,,,,,
30.011,190.42,30.011,0.3,30.011,0,30.011,5,30.011,0.04,,,,,,,
30.018,190.42,30.018,0.3,30.018,0,30.018,5,30.018,0.04,,,,,,,
30.025,190.42,30.025,0.3,30.025,0,30.025,5,30.025,0.04,,,,,,,
30.032,190.42,30.032,0.3,30.032,0,30.032,5,30.032,0.04,,,,,,,
30.039,190.42,30.039,0.3,30.039,0,30.039,5,30.039,0.04,,,,,,,
30.046,190.42,30.046,0.3,30.046,0,30.046,5,30.046,0.04,,,,,,,
30.053,190.42,30.053,0.3,30.053,0,30.053,5,30.053,0.04,,,,,,,
30.06,190.42,30.06,0.3,30.06,0,30.06,5,30.06,0.04,,,,,,,
30.067,190.42,30.067,0.3,30.067,0,30.067,5,30.067,0.04,,,,,,,
30.074,190.42,30.074,0.3,30.074,0,30.074,5,30.074,0.04,,,,,,,
30.081,190.4199,30.081,0.3,30.081,0,30.081,5,30.081,0.04,,,,,,,
30.088,190.4157,30.088,0.3,30.088,0,30.088,5,30.088,0.04,,,,,,,
30.095,190.4115,30.095,0.3,30.095,0,30.095,5,30.095,0.04,,,,,,,
30.102,190.4074,30.102,0.3,30.102,0,30.102,5,30.102,0.04,,,,,,,
30.109,190.4032,30.109,0.3,30.109,0,30.109,5,30.109,0.04,,,,,,,
30.116,190.4,30.116,0.3,30.116,0,30.116,5,30.116,0.04,,,,,,,
30.123,190.4,30.123,0.3,30.123,0,30.123,5,30.123,0.04,,,,,,,
30.13,190.4,30.13,0.3,30.13,0,30.13,5,30.13,0.04,,,,,,,
30.137,190.4,30.137,0.3,30.137,0,30.137,5,30.137,0.04,,,,,,,
30.144,190.4,30.144,0.3,30.144,0,30.144,5,30.144,0.04,,,,,,,
30.151,190.4,30.151,0.3,30.151,0,30.151,5,30.151,0.04,,,,,,,
30.158,190.4,30.158,0.3,30.158,0,30.158,5,30.158,0.04,,,,,,,
30.165,190.4,30.165,0.3,30.165,0,30.165,5,30.165,0.04,,,,,,,
30.172,190.4,30.172,0.3,30.172,0,30.172,5,30.172,0.04,,,,,,,
30.179,190.4,30.179,0.3,30.179,0,30.179,5,30.179,0.04,,,,,,,
30.186,190.4,30.186,0.3,30.186,0,30.186,5,30.186,0.04,,,,,,,
30.193,190.4,30.193,0.3,30.193,0,30.193,5,30.193,0.04,,,,,,,
30.2,190.4,30.2,0.3,30.2,0,30.2,5,30.2,0.04,,,,,,,
30.207,190.4,30.207,0.3,30.207,0,30.207,5,30.207,0.04,,,,,,,
30.214,190.4,30.214,0.3,30.214,0,30.214,5,30.214,0.04,,,,,,,
30.221,190.4,30.221,0.3,30.221,0,30.221,5,30.221,0.04,,,,,,,
30.228,190.4,30.228,0.3,30.228,0,30.228,5,30.228,0.04,,,,,,,
30.235,190.4,30.235,0.3,30.235,0,30.235,5,30.235,0.04,,,,,,,
30.242,190.4,30.242,0.3,30.242,0,30.242,5,30.242,0.04,,,,,,,
30.249,190.4,30.249,0.3,30.249,0,30.249,5,30.249,0.04,,,,,,,
30.256,190.4,30.256,0.3,30.256,0,30.256,5,30.256,0.04,,,,,,,
30.263,190.4,30.263,0.3,30.263,0,30.263,5,30.263,0.04,,,,,,,
30.27,190.4,30.27,0.3,30.27,0,30.27,5,30.27,0.04,,,,,,,
30.277,190.4,30.277,0.3,30.277,0,30.277,5,30.277,0.04,,,,,,,
30.284,190.4,30.284,0.3,30.284,0,30.284,5,30.284,0.04,,,,,,,
30.291,190.4,30.291,0.3,30.291,0,30.291,5,30.291,0.04,,,,,,,
30.298,190.4,30.298,0.3,30.298,0,30.298,5,30.298,0.04,,,,,,,
30.305,190.4,30.305,0.3,30.305,0,30.305,5,30.305,0.04,,,,,,,
30.312,190.4,30.312,0.3,30.312,0,30.312,5,30.312,0.04,,,,,,,
30.319,190.4,30.319,0.3,30.319,0,30.319,5,30.319,0.04,,,,,,,
30.326,190.4,30.326,0.3,30.326,0,30.326,5,30.326,0.04,,,,,,,
30.333,190.4,30.333,0.3,30.333,0,30.333,5,30.333,0.04,,,,,,,
30.34,190.4,30.34,0.3,30.34,0,30.34,5,30.34,0.04,,,,,,,
30.347,190.4,30.347,0.3,30.347,0,30.347,5,30.347,0.04,,,,,,,
30.354,190.4,30.354,0.3,30.354,0,30.354,5,30.354,0.04,,,,,,,
30.361,190.4,30.361,0.3,30.361,0,30.361,5,30.361,0.04,,,,,,,
30.368,190.4,30.368,0.3,30.368,0,30.368,5,30.368,0.04,,,,,,,
30.375,190.4,30.375,0.3,30.375,0,30.375,5,30.375,0.04,,,,,,,
30.382,190.4,30.382,0.3,30.382,0,30.382,5,30.382,0.04050479,,,,,,,
30.389,190.4,30.389,0.3,30.389,0,30.389,5,30.389,0.04469164,,,,,,,
30.396,190.4,30.396,0.3,30.396,0,30.396,5,30.396,0.04887848,,,,,,,
30.403,190.4,30.403,0.3,30.403,0,30.403,5,30.403,0.05,,,,,,,
30.41,190.4,30.41,0.3,30.41,0,30.41,5,30.41,0.05,,,,,,,
30.417,190.4,30.417,0.3,30.417,0,30.417,5,30.417,0.05,,,,,,,
30.424,190.4,30.424,0.3,30.424,0,30.424,5,30.424,0.05,,,,,,,
30.431,190.4,30.431,0.3,30.431,0,30.431,5,30.431,0.05,,,,,,,
30.438,190.4,30.438,0.3,30.438,0,30.438,5,30.438,0.05,,,,,,,
30.445,190.4,30.445,0.3,30.445,0,30.445,5,30.445,0.05,,,,,,,
30.452,190.4,30.452,0.3,30.452,0,30.452,5,30.452,0.05,,,,,,,
30.459,190.4,30.459,0.3,30.459,0,30.459,5,30.459,0.05,,,,,,,
30.466,190.4009,30.466,0.3,30.466,0,30.466,5,30.466,0.05,,,,,,,
30.473,190.4051,30.473,0.3,30.473,0,30.473,5,30.473,0.05,,,,,,,
30.48,190.4093,30.48,0.3,30.48,0,30.48,5,30.48,0.05,,,,,,,
30.487,190.4134,30.487,0.3,30.487,0,30.487,5,30.487,0.05,,,,,,,
30.494,190.4176,30.494,0.3,30.494,0,30.494,5,30.494,0.05,,,,,,,
30.501,190.1883,30.501,0.3,30.501,0,30.501,5,30.501,0.04087776,,,,,,,
30.508,189.6531,30.508,0.3,30.508,0,30.508,5,30.508,0.01980698,,,,,,,
30.515,189.15,30.515,0.3,30.515,0,30.515,5,30.515,0,,,,,,,
30.522,189.15,30.522,0.3,30.522,0,30.522,5,30.522,0,,,,,,,
30.529,189.15,30.529,0.3,30.529,0,30.529,5,30.529,0,,,,,,,
30.536,189.15,30.536,0.3,30.536,0,30.536,5,30.536,0,,,,,,,
30.543,189.15,30.543,0.3,30.543,0,30.543,5,30.543,0,,,,,,,
30.55,189.1512,30.55,0.3,30.55,0,30.55,5,30.55,0,,,,,,,
30.557,189.1554,30.557,0.3,30.557,0,30.557,5,30.557,0,,,,,,,
30.564,189.1596,30.564,0.3,30.564,0,30.564,5,30.564,0,,,,,,,
30.571,189.1562,30.571,0.3,30.571,0,30.571,5,30.571,0,,,,,,,
30.578,189.152,30.578,0.3,30.578,0,30.578,5,30.578,0,,,,,,,
30.585,189.15,30.585,0.3,30.585,0,30.585,5,30.585,0,,,,,,,
30.592,189.15,30.592,0.3,30.592,0,30.592,5,30.592,0,,,,,,,
30.599,189.15,30.599,0.3,30.599,0,30.599,5,30.599,0,,,,,,,
30.606,189.15,30.606,0.3,30.606,0,30.606,5,30.606,0,,,,,,,
30.613,189.15,30.613,0.3,30.613,0,30.613,5,30.613,0,,,,,,,
30.62,189.15,30.62,0.3,30.62,0,30.62,5,30.62,0,,,,,,,
30.627,189.15,30.627,0.3,30.627,0,30.627,5,30.627,0,,,,,,,
30.634,189.15,30.634,0.3,30.634,0,30.634,5,30.634,0.001560073,,,,,,,
30.641,189.15,30.641,0.3,30.641,0,30.641,5,30.641,0.005746916,,,,,,,
30.648,189.15,30.648,0.3,30.648,0,30.648,5,30.648,0.009936044,,,,,,,
30.655,189.15,30.655,0.3,30.655,0,30.655,5,30.655,0.01,,,,,,,
30.662,189.15,30.662,0.3,30.662,0,30.662,5,30.662,0.01,,,,,,,
30.669,189.15,30.669,0.3,30.669,0,30.669,5,30.669,0.01,,,,,,,
30.676,189.15,30.676,0.3,30.676,0,30.676,5,30.676,0.01,,,,,,,
30.683,189.1509,30.683,0.3,30.683,0,30.683,5,30.683,0.01,,,,,,,
30.69,189.1551,30.69,0.3,30.69,0,30.69,5,30.69,0.01,,,,,,,
30.697,189.1593,30.697,0.3,30.697,0,30.697,5,30.697,0.01,,,,,,,
30.704,189.16,30.704,0.3,30.704,0,30.704,5,30.704,0.01,,,,,,,
30.711,189.16,30.711,0.3,30.711,0,30.711,5,30.711,0.01,,,,,,,
30.718,189.16,30.718,0.3,30.718,0,30.718,5,30.718,0.01386935,,,,,,,
30.724,189.16,30.724,0.3,30.724,0,30.724,5,30.724,0.02224303,,,,,,,
30.731,189.16,30.731,0.3,30.731,0,30.731,5,30.731,0.03,,,,,,,
30.738,189.16,30.738,0.3,30.738,0,30.738,5,30.738,0.03,,,,,,,
30.745,189.16,30.745,0.3,30.745,0,30.745,5,30.745,0.03,,,,,,,
30.752,189.1629,30.752,0.3,30.752,0,30.752,5,30.752,0.03,,,,,,,
30.759,189.1671,30.759,0.3,30.759,0,30.759,5,30.759,0.03,,,,,,,
30.766,189.17,30.766,0.3,30.766,0,30.766,5,30.766,0.03,,,,,,,
30.773,189.17,30.773,0.3,30.773,0,30.773,5,30.773,0.03,,,,,,,
30.78,189.17,30.78,0.3,30.78,0,30.78,5,30.78,0.03,,,,,,,
30.787,189.17,30.787,0.3,30.787,0,30.787,5,30.787,0.03,,,,,,,
30.794,189.17,30.794,0.3,30.794,0,30.794,5,30.794,0.03,,,,,,,
30.801,189.1723,30.801,0.3,30.801,0,30.801,5,30.801,0.03,,,,,,,
30.808,189.1765,30.808,0.3,30.808,0,30.808,5,30.808,0.03,,,,,,,
30.815,189.18,30.815,0.3,30.815,0,30.815,5,30.815,0.03,,,,,,,
30.822,189.18,30.822,0.3,30.822,0,30.822,5,30.822,0.03,,,,,,,
30.829,189.18,30.829,0.3,30.829,0,30.829,5,30.829,0.03,,,,,,,
30.836,189.18,30.836,0.3,30.836,0,30.836,5,30.836,0.03,,,,,,,
30.843,189.18,30.843,0.3,30.843,0,30.843,5,30.843,0.03,,,,,,,
30.85,189.18,30.85,0.3,30.85,0,30.85,5,30.85,0.03,,,,,,,
30.857,189.18,30.857,0.3,30.857,0,30.857,5,30.857,0.03,,,,,,,
30.864,189.1801,30.864,0.3,30.864,0,30.864,5,30.864,0.03,,,,,,,
30.871,189.1842,30.871,0.3,30.871,0,30.871,5,30.871,0.03,,,,,,,
30.878,189.1884,30.878,0.3,30.878,0,30.878,5,30.878,0.03,,,,,,,
30.885,189.1926,30.885,0.3,30.885,0,30.885,5,30.885,0.03261763,,,,,,,
30.892,189.1968,30.892,0.3,30.892,0,30.892,5,30.892,0.03680447,,,,,,,
30.899,189.2,30.899,0.3,30.899,0,30.899,5,30.899,0.04,,,,,,,
30.906,189.2,30.906,0.3,30.906,0,30.906,5,30.906,0.04,,,,,,,
30.913,189.2,30.913,0.3,30.913,0,30.913,5,30.913,0.04,,,,,,,
30.92,189.2,30.92,0.3,30.92,0,30.92,5,30.92,0.04,,,,,,,
30.927,189.2,30.927,0.3,30.927,0,30.927,5,30.927,0.04,,,,,,,
30.934,189.206,30.934,0.3,30.934,0,30.934,5,30.934,0.04,,,,,,,
30.941,189.2185,30.941,0.3,30.941,0,30.941,5,30.941,0.04,,,,,,,
30.948,189.2304,30.948,0.3,30.948,0,30.948,5,30.948,0.04,,,,,,,
30.955,189.2346,30.955,0.3,30.955,0,30.955,5,30.955,0.04,,,,,,,
30.962,189.2388,30.962,0.3,30.962,0,30.962,5,30.962,0.04,,,,,,,
30.969,189.24,30.969,0.3,30.969,0,30.969,5,30.969,0.04,,,,,,,
30.976,189.24,30.976,0.3,30.976,0,30.976,5,30.976,0.04,,,,,,,
30.983,189.24,30.983,0.3,30.983,0,30.983,5,30.983,0.04,,,,,,,
30.99,189.24,30.99,0.3,30.99,0,30.99,5,30.99,0.04,,,,,,,
30.997,189.24,30.997,0.3,30.997,0,30.997,5,30.997,0.04,,,,,,,
31.004,189.2479,31.004,0.3,31.004,0,31.004,5,31.004,0.04,,,,,,,
31.011,189.2563,31.011,0.3,31.011,0,31.011,5,31.011,0.04,,,,,,,
31.018,189.2624,31.018,0.3,31.018,0,31.018,5,31.018,0.04,,,,,,,
31.025,189.2666,31.025,0.3,31.025,0,31.025,5,31.025,0.04,,,,,,,
31.032,189.27,31.032,0.3,31.032,0,31.032,5,31.032,0.04,,,,,,,
31.039,189.27,31.039,0.3,31.039,0,31.039,5,31.039,0.04,,,,,,,
31.046,189.27,31.046,0.3,31.046,0,31.046,5,31.046,0.04,,,,,,,
31.053,189.2766,31.053,0.3,31.053,0,31.053,5,31.053,0.03667739,,,,,,,
31.06,189.2851,31.06,0.3,31.06,0,31.06,5,31.06,0.03246553,,,,,,,
31.067,189.2935,31.067,0.3,31.067,0,31.067,5,31.067,0.03,,,,,,,
31.074,189.3018,31.074,0.3,31.074,0,31.074,5,31.074,0.03,,,,,,,
31.081,189.3101,31.081,0.3,31.081,0,31.081,5,31.081,0.03,,,,,,,
31.088,189.3143,31.088,0.3,31.088,0,31.088,5,31.088,0.03,,,,,,,
31.095,189.3185,31.095,0.3,31.095,0,31.095,5,31.095,0.03,,,,,,,
31.102,189.32,31.102,0.3,31.102,0,31.102,5,31.102,0.03,,,,,,,
31.109,189.32,31.109,0.3,31.109,0,31.109,5,31.109,0.03,,,,,,,
31.116,189.3211,31.116,0.3,31.116,0,31.116,5,31.116,0.03,,,,,,,
31.123,189.3253,31.123,0.3,31.123,0,31.123,5,31.123,0.03,,,,,,,
31.13,189.3295,31.13,0.3,31.13,0,31.13,5,31.13,0.03,,,,,,,
31.137,189.3447,31.137,0.3,31.137,0,31.137,5,31.137,0.03367291,,,,,,,
31.144,189.3614,31.144,0.3,31.144,0,31.144,5,31.144,0.03785975,,,,,,,
31.151,189.37,31.151,0.3,31.151,0,31.151,5,31.151,0.04,,,,,,,
31.158,189.37,31.158,0.3,31.158,0,31.158,5,31.158,0.04,,,,,,,
31.165,189.37,31.165,0.3,31.165,0,31.165,5,31.165,0.04,,,,,,,
