Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,Chrom.1,,
UV,,Conductivity,,Gradient Concentration,,System Flow,,Pressure,,Fraction,,Injection,,Run Log,,
ml,mAU,ml,mS/cm,ml,%B,ml,ml/min,ml,MPa,ml,Fraction,ml,Injection,ml,Logbook,
31.172,189.37,31.172,0.3,31.172,0,31.172,5,31.172,0.04,,,,,,,
31.179,189.37,31.179,0.3,31.179,0,31.179,5,31.179,0.04,,,,,,,
31.186,189.3761,31.186,0.3,31.186,0,31.186,5,31.186,0.04,,,,,,,
31.193,189.3845,31.193,0.3,31.193,0,31.193,5,31.193,0.04,,,,,,,
31.2,189.3943,31.2,0.3,31.2,0,31.2,5,31.2,0.04,,,,,,,
31.207,189.4069,31.207,0.3,31.207,0,31.207,5,31.207,0.04,,,,,,,
31.214,189.4196,31.214,0.3,31.214,0,31.214,5,31.214,0.04,,,,,,,
31.221,189.42,31.221,0.3,31.221,0,31.221,5,31.221,0.04,,,,,,,
31.228,189.42,31.228,0.3,31.228,0,31.228,5,31.228,0.04,,,,,,,
31.235,189.42,31.235,0.3,31.235,0,31.235,5,31.235,0.04,,,,,,,
31.242,189.42,31.242,0.3,31.242,0,31.242,5,31.242,0.04,,,,,,,
31.249,189.4224,31.249,0.3,31.249,0,31.249,5,31.249,0.04,,,,,,,
31.256,189.435,31.256,0.3,31.256,0,31.256,5,31.256,0.04,,,,,,,
31.263,189.4477,31.263,0.3,31.263,0,31.263,5,31.263,0.04,,,,,,,
31.27,189.4603,31.27,0.3,31.27,0,31.27,5,31.27,0.04,,,,,,,
31.277,189.4728,31.277,0.3,31.277,0,31.277,5,31.277,0.04,,,,,,,
31.284,189.48,31.284,0.3,31.284,0,31.284,5,31.284,0.04,,,,,,,
31.291,189.48,31.291,0.3,31.291,0,31.291,5,31.291,0.04,,,,,,,
31.298,189.48,31.298,0.3,31.298,0,31.298,5,31.298,0.04,,,,,,,
31.305,189.48,31.305,0.3,31.305,0,31.305,5,31.305,0.04,,,,,,,
31.312,189.48,31.312,0.3,31.312,0,31.312,5,31.312,0.04,,,,,,,
31.319,189.4884,31.319,0.3,31.319,0,31.319,5,31.319,0.04,,,,,,,
31.326,189.5009,31.326,0.3,31.326,0,31.326,5,31.326,0.04,,,,,,,
31.333,189.5135,31.333,0.3,31.333,0,31.333,5,31.333,0.04,,,,,,,
31.34,189.5261,31.34,0.3,31.34,0,31.34,5,31.34,0.04,,,,,,,
31.347,189.5386,31.347,0.3,31.347,0,31.347,5,31.347,0.04,,,,,,,
31.354,189.54,31.354,0.3,31.354,0,31.354,5,31.354,0.04,,,,,,,
31.361,189.54,31.361,0.3,31.361,0,31.361,5,31.361,0.04,,,,,,,
31.368,189.54,31.368,0.3,31.368,0,31.368,5,31.368,0.04,,,,,,,
31.375,189.54,31.375,0.3,31.375,0,31.375,5,31.375,0.04,,,,,,,
31.382,189.5427,31.382,0.3,31.382,0,31.382,5,31.382,0.04,,,,,,,
31.389,189.5636,31.389,0.3,31.389,0,31.389,5,31.389,0.04,,,,,,,
31.396,189.5846,31.396,0.3,31.396,0,31.396,5,31.396,0.04,,,,,,,
31.403,189.5994,31.403,0.3,31.403,0,31.403,5,31.403,0.04,,,,,,,
31.41,189.612,31.41,0.3,31.41,0,31.41,5,31.41,0.04,,,,,,,
31.417,189.62,31.417,0.3,31.417,0,31.417,5,31.417,0.04,,,,,,,
31.424,189.62,31.424,0.3,31.424,0,31.424,5,31.424,0.04,,,,,,,
31.431,189.62,31.431,0.3,31.431,0,31.431,5,31.431,0.04,,,,,,,
31.438,189.6241,31.438,0.3,31.438,0,31.438,5,31.438,0.04,,,,,,,
31.445,189.6283,31.445,0.3,31.445,0,31.445,5,31.445,0.04,,,,,,,
31.452,189.6375,31.452,0.3,31.452,0,31.452,5,31.452,0.04,,,,,,,
31.459,189.6501,31.459,0.3,31.459,0,31.459,5,31.459,0.04,,,,,,,
31.466,189.6628,31.466,0.3,31.466,0,31.466,5,31.466,0.04,,,,,,,
31.473,189.6753,31.473,0.3,31.473,0,31.473,5,31.473,0.04,,,,,,,
31.48,189.6879,31.48,0.3,31.48,0,31.48,5,31.48,0.04,,,,,,,
31.487,189.69,31.487,0.3,31.487,0,31.487,5,31.487,0.04,,,,,,,
31.494,189.69,31.494,0.3,31.494,0,31.494,5,31.494,0.04,,,,,,,
31.501,189.6937,31.501,0.3,31.501,0,31.501,5,31.501,0.04,,,,,,,
31.508,189.7022,31.508,0.3,31.508,0,31.508,5,31.508,0.04,,,,,,,
31.515,189.7112,31.515,0.3,31.515,0,31.515,5,31.515,0.04,,,,,,,
31.522,189.7279,31.522,0.3,31.522,0,31.522,5,31.522,0.04,,,,,,,
31.529,189.7447,31.529,0.3,31.529,0,31.529,5,31.529,0.04,,,,,,,
31.536,189.7529,31.536,0.3,31.536,0,31.536,5,31.536,0.04,,,,,,,
31.543,189.757,31.543,0.3,31.543,0,31.543,5,31.543,0.04,,,,,,,
31.55,189.76,31.55,0.3,31.55,0,31.55,5,31.55,0.04,,,,,,,
31.557,189.76,31.557,0.3,31.557,0,31.557,5,31.557,0.04,,,,,,,
31.564,189.76,31.564,0.3,31.564,0,31.564,5,31.564,0.04,,,,,,,
31.571,189.7715,31.571,0.3,31.571,0,31.571,5,31.571,0.04,,,,,,,
31.578,189.7841,31.578,0.3,31.578,0,31.578,5,31.578,0.04,,,,,,,
31.585,189.8011,31.585,0.3,31.585,0,31.585,5,31.585,0.04,,,,,,,
31.592,189.8221,31.592,0.3,31.592,0,31.592,5,31.592,0.04,,,,,,,
31.599,189.84,31.599,0.3,31.599,0,31.599,5,31.599,0.04,,,,,,,
31.606,189.84,31.606,0.3,31.606,0,31.606,5,31.606,0.04,,,,,,,
31.613,189.84,31.613,0.3,31.613,0,31.613,5,31.613,0.04,,,,,,,
31.62,189.84,31.62,0.3,31.62,0,31.62,5,31.62,0.04,,,,,,,
31.627,189.84,31.627,0.3,31.627,0,31.627,5,31.627,0.04,,,,,,,
31.634,189.8464,31.634,0.3,31.634,0,31.634,5,31.634,0.04,,,,,,,
31.641,189.8631,31.641,0.3,31.641,0,31.641,5,31.641,0.04,,,,,,,
31.648,189.8799,31.648,0.3,31.648,0,31.648,5,31.648,0.04,,,,,,,
31.655,189.8968,31.655,0.3,31.655,0,31.655,5,31.655,0.04,,,,,,,
31.662,189.9136,31.662,0.3,31.662,0,31.662,5,31.662,0.04,,,,,,,
31.669,189.92,31.669,0.3,31.669,0,31.669,5,31.669,0.04,,,,,,,
31.676,189.92,31.676,0.3,31.676,0,31.676,5,31.676,0.04,,,,,,,
31.683,189.92,31.683,0.3,31.683,0,31.683,5,31.683,0.04,,,,,,,
31.69,189.92,31.69,0.3,31.69,0,31.69,5,31.69,0.04,,,,,,,
31.697,189.92,31.697,0.3,31.697,0,31.697,5,31.697,0.04,,,,,,,
31.704,189.9342,31.704,0.3,31.704,0,31.704,5,31.704,0.04,,,,,,,
31.711,189.9511,31.711,0.3,31.711,0,31.711,5,31.711,0.04,,,,,,,
31.718,189.9679,31.718,0.3,31.718,0,31.718,5,31.718,0.04,,,,,,,
31.725,189.9846,31.725,0.3,31.725,0,31.725,5,31.725,0.04,,,,,,,
31.732,190,31.732,0.3,31.732,0,31.732,5,31.732,0.04,,,,,,,
31.739,190,31.739,0.3,31.739,0,31.739,5,31.739,0.04,,,,,,,
31.746,190,31.746,0.3,31.746,0,31.746,5,31.746,0.04,,,,,,,
31.753,190,31.753,0.3,31.753,0,31.753,5,31.753,0.04,,,,,,,
31.76,190,31.76,0.3,31.76,0,31.76,5,31.76,0.04,,,,,,,
31.767,190.0067,31.767,0.3,31.767,0,31.767,5,31.767,0.04,,,,,,,
31.774,190.0277,31.774,0.3,31.774,0,31.774,5,31.774,0.04,,,,,,,
31.781,190.0486,31.781,0.3,31.781,0,31.781,5,31.781,0.04,,,,,,,
31.788,190.0578,31.788,0.3,31.788,0,31.788,5,31.788,0.04,,,,,,,
31.795,190.0662,31.795,0.3,31.795,0,31.795,5,31.795,0.04,,,,,,,
31.802,190.07,31.802,0.3,31.802,0,31.802,5,31.802,0.04,,,,,,,
31.809,190.07,31.809,0.3,31.809,0,31.809,5,31.809,0.04,,,,,,,
31.816,190.07,31.816,0.3,31.816,0,31.816,5,31.816,0.04,,,,,,,
31.823,190.07,31.823,0.3,31.823,0,31.823,5,31.823,0.04,,,,,,,
31.83,190.07,31.83,0.3,31.83,0,31.83,5,31.83,0.04,,,,,,,
31.837,190.0864,31.837,0.3,31.837,0,31.837,5,31.837,0.04,,,,,,,
31.844,190.1073,31.844,0.3,31.844,0,31.844,5,31.844,0.04,,,,,,,
31.851,190.1233,31.851,0.3,31.851,0,31.851,5,31.851,0.04,,,,,,,
31.858,190.1318,31.858,0.3,31.858,0,31.858,5,31.858,0.04,,,,,,,
31.865,190.14,31.865,0.3,31.865,0,31.865,5,31.865,0.04,,,,,,,
31.872,190.14,31.872,0.3,31.872,0,31.872,5,31.872,0.04,,,,,,,
31.879,190.14,31.879,0.3,31.879,0,31.879,5,31.879,0.04,,,,,,,
31.886,190.1427,31.886,0.3,31.886,0,31.886,5,31.886,0.04,,,,,,,
31.893,190.1468,31.893,0.3,31.893,0,31.893,5,31.893,0.04,,,,,,,
31.9,190.1541,31.9,0.3,31.9,0,31.9,5,31.9,0.04,,,,,,,
31.907,190.171,31.907,0.3,31.907,0,31.907,5,31.907,0.04,,,,,,,
31.914,190.1879,31.914,0.3,31.914,0,31.914,5,31.914,0.04,,,,,,,
31.921,190.1936,31.921,0.3,31.921,0,31.921,5,31.921,0.04,,,,,,,
31.928,190.1978,31.928,0.3,31.928,0,31.928,5,31.928,0.04,,,,,,,
31.935,190.2,31.935,0.3,31.935,0,31.935,5,31.935,0.04,,,,,,,
31.941,190.2,31.941,0.3,31.941,0,31.941,5,31.941,0.04,,,,,,,
31.948,190.2008,31.948,0.3,31.948,0,31.948,5,31.948,0.04,,,,,,,
31.955,190.2092,31.955,0.3,31.955,0,31.955,5,31.955,0.04,,,,,,,
31.962,190.2177,31.962,0.3,31.962,0,31.962,5,31.962,0.04,,,,,,,
31.969,190.2261,31.969,0.3,31.969,0,31.969,5,31.969,0.04,,,,,,,
31.976,190.2344,31.976,0.3,31.976,0,31.976,5,31.976,0.04,,,,,,,
31.983,190.2414,31.983,0.3,31.983,0,31.983,5,31.983,0.04,,,,,,,
31.99,190.2456,31.99,0.3,31.99,0,31.99,5,31.99,0.04,,,,,,,
31.997,190.2498,31.997,0.3,31.997,0,31.997,5,31.997,0.04,,,,,,,
32.004,190.25,32.004,0.3,32.004,0,32.004,5,32.004,0.04,,,,,,,
32.011,190.25,32.011,0.3,32.011,0,32.011,5,32.011,0.04,,,,,,,
32.018,190.2524,32.018,0.3,32.018,0,32.018,5,32.018,0.04,,,,,,,
32.025,190.2566,32.025,0.3,32.025,0,32.025,5,32.025,0.04,,,,,,,
32.032,190.2616,32.032,0.3,32.032,0,32.032,5,32.032,0.04,,,,,,,
32.039,190.2699,32.039,0.3,32.039,0,32.039,5,32.039,0.04,,,,,,,
32.046,190.2783,32.046,0.3,32.046,0,32.046,5,32.046,0.04,,,,,,,
32.053,190.28,32.053,0.3,32.053,0,32.053,5,32.053,0.04,,,,,,,
32.06,190.28,32.06,0.3,32.06,0,32.06,5,32.06,0.04,,,,,,,
32.067,190.28,32.067,0.3,32.067,0,32.067,5,32.067,0.04,,,,,,,
32.074,190.28,32.074,0.3,32.074,0,32.074,5,32.074,0.04,,,,,,,
32.081,190.2803,32.081,0.3,32.081,0,32.081,5,32.081,0.04,,,,,,,
32.088,190.2887,32.088,0.3,32.088,0,32.088,5,32.088,0.04,,,,,,,
32.095,190.2971,32.095,0.3,32.095,0,32.095,5,32.095,0.04,,,,,,,
32.102,190.3027,32.102,0.3,32.102,0,32.102,5,32.102,0.04,,,,,,,
32.109,190.3069,32.109,0.3,32.109,0,32.109,5,32.109,0.04,,,,,,,
32.116,190.31,32.116,0.3,32.116,0,32.116,5,32.116,0.04,,,,,,,
32.123,190.31,32.123,0.3,32.123,0,32.123,5,32.123,0.04,,,,,,,
32.13,190.31,32.13,0.3,32.13,0,32.13,5,32.13,0.04,,,,,,,
32.137,190.31,32.137,0.3,32.137,0,32.137,5,32.137,0.04,,,,,,,
32.144,190.31,32.144,0.3,32.144,0,32.144,5,32.144,0.04,,,,,,,
32.151,190.3121,32.151,0.3,32.151,0,32.151,5,32.151,0.04,,,,,,,
32.158,190.3163,32.158,0.3,32.158,0,32.158,5,32.158,0.04,,,,,,,
32.165,190.3205,32.165,0.3,32.165,0,32.165,5,32.165,0.04,,,,,,,
32.172,190.3247,32.172,0.3,32.172,0,32.172,5,32.172,0.04,,,,,,,
32.179,190.3289,32.179,0.3,32.179,0,32.179,5,32.179,0.04,,,,,,,
32.186,190.33,32.186,0.3,32.186,0,32.186,5,32.186,0.04,,,,,,,
32.193,190.33,32.193,0.3,32.193,0,32.193,5,32.193,0.04,,,,,,,
32.2,190.33,32.2,0.3,32.2,0,32.2,5,32.2,0.04,,,,,,,
32.207,190.33,32.207,0.3,32.207,0,32.207,5,32.207,0.04,,,,,,,
32.214,190.33,32.214,0.3,32.214,0,32.214,5,32.214,0.04,,,,,,,
32.221,190.3341,32.221,0.3,32.221,0,32.221,5,32.221,0.04,,,,,,,
32.228,190.3383,32.228,0.3,32.228,0,32.228,5,32.228,0.04,,,,,,,
32.235,190.3425,32.235,0.3,32.235,0,32.235,5,32.235,0.04,,,,,,,
32.242,190.3466,32.242,0.3,32.242,0,32.242,5,32.242,0.04,,,,,,,
32.249,190.35,32.249,0.3,32.249,0,32.249,5,32.249,0.04,,,,,,,
32.256,190.35,32.256,0.3,32.256,0,32.256,5,32.256,0.04,,,,,,,
32.263,190.35,32.263,0.3,32.263,0,32.263,5,32.263,0.04,,,,,,,
32.27,190.35,32.27,0.3,32.27,0,32.27,5,32.27,0.04,,,,,,,
32.277,190.35,32.277,0.3,32.277,0,32.277,5,32.277,0.04,,,,,,,
32.284,190.35,32.284,0.3,32.284,0,32.284,5,32.284,0.04,,,,,,,
32.291,190.35,32.291,0.3,32.291,0,32.291,5,32.291,0.04,,,,,,,
32.298,190.35,32.298,0.3,32.298,0,32.298,5,32.298,0.04,,,,,,,
32.305,190.35,32.305,0.3,32.305,0,32.305,5,32.305,0.04,,,,,,,
32.312,190.35,32.312,0.3,32.312,0,32.312,5,32.312,0.04,,,,,,,
32.319,190.35,32.319,0.3,32.319,0,32.319,5,32.319,0.04,,,,,,,
32.326,190.35,32.326,0.3,32.326,0,32.326,5,32.326,0.04,,,,,,,
32.333,190.3512,32.333,0.3,32.333,0,32.333,5,32.333,0.04,,,,,,,
32.34,190.3554,32.34,0.3,32.34,0,32.34,5,32.34,0.04,,,,,,,
32.347,190.3596,32.347,0.3,32.347,0,32.347,5,32.347,0.04,,,,,,,
32.354,190.36,32.354,0.3,32.354,0,32.354,5,32.354,0.04,,,,,,,
32.361,190.36,32.361,0.3,32.361,0,32.361,5,32.361,0.04,,,,,,,
32.368,190.36,32.368,0.3,32.368,0,32.368,5,32.368,0.04,,,,,,,
32.375,190.36,32.375,0.3,32.375,0,32.375,5,32.375,0.04,,,,,,,
32.382,190.36,32.382,0.3,32.382,0,32.382,5,32.382,0.04,,,,,,,
32.389,190.36,32.389,0.3,32.389,0,32.389,5,32.389,0.04,,,,,,,
32.396,190.36,32.396,0.3,32.396,0,32.396,5,32.396,0.04,,,,,,,
32.403,190.36,32.403,0.3,32.403,0,32.403,5,32.403,0.04,,,,,,,
32.41,190.36,32.41,0.3,32.41,0,32.41,5,32.41,0.04,,,,,,,
32.417,190.36,32.417,0.3,32.417,0,32.417,5,32.417,0.04,,,,,,,
32.424,190.36,32.424,0.3,32.424,0,32.424,5,32.424,0.04,,,,,,,
32.431,190.36,32.431,0.3,32.431,0,32.431,5,32.431,0.04,,,,,,,
32.438,190.36,32.438,0.3,32.438,0,32.438,5,32.438,0.04,,,,,,,
32.445,190.36,32.445,0.3,32.445,0,32.445,5,32.445,0.04,,,,,,,
32.452,190.36,32.452,0.3,32.452,0,32.452,5,32.452,0.04,,,,,,,
32.459,190.36,32.459,0.3,32.459,0,32.459,5,32.459,0.04,,,,,,,
32.466,190.36,32.466,0.3,32.466,0,32.466,5,32.466,0.04,,,,,,,
32.473,190.36,32.473,0.3,32.473,0,32.473,5,32.473,0.04,,,,,,,
32.48,190.36,32.48,0.3,32.48,0,32.48,5,32.48,0.04,,,,,,,
32.487,190.36,32.487,0.3,32.487,0,32.487,5,32.487,0.04,,,,,,,
32.494,190.36,32.494,0.3,32.494,0,32.494,5,32.494,0.04,,,,,,,
32.501,190.36,32.501,0.3,32.501,0,32.501,5,32.501,0.04,,,,,,,
32.508,190.36,32.508,0.3,32.508,0,32.508,5,32.508,0.04,,,,,,,
32.515,190.36,32.515,0.3,32.515,0,32.515,5,32.515,0.04,,,,,,,
32.522,190.36,32.522,0.3,32.522,0,32.522,5,32.522,0.04,,,,,,,
32.529,190.36,32.529,0.3,32.529,0,32.529,5,32.529,0.04,,,,,,,
32.536,190.36,32.536,0.3,32.536,0,32.536,5,32.536,0.04,,,,,,,
32.543,190.36,32.543,0.3,32.543,0,32.543,5,32.543,0.04,,,,,,,
32.55,190.3587,32.55,0.3,32.55,0,32.55,5,32.55,0.04,,,,,,,
32.557,190.3545,32.557,0.3,32.557,0,32.557,5,32.557,0.04,,,,,,,
32.564,190.3503,32.564,0.3,32.564,0,32.564,5,32.564,0.04,,,,,,,
32.571,190.35,32.571,0.3,32.571,0,32.571,5,32.571,0.04,,,,,,,
32.578,190.35,32.578,0.3,32.578,0,32.578,5,32.578,0.04,,,,,,,
32.585,190.35,32.585,0.3,32.585,0,32.585,5,32.585,0.04,,,,,,,
32.592,190.35,32.592,0.3,32.592,0,32.592,5,32.592,0.04,,,,,,,
32.599,190.35,32.599,0.3,32.599,0,32.599,5,32.599,0.04,,,,,,,
32.606,190.35,32.606,0.3,32.606,0,32.606,5,32.606,0.04,,,,,,,
32.613,190.35,32.613,0.3,32.613,0,32.613,5,32.613,0.04,,,,,,,
32.62,190.3467,32.62,0.3,32.62,0,32.62,5,32.62,0.04,,,,,,,
32.627,190.3425,32.627,0.3,32.627,0,32.627,5,32.627,0.04,,,,,,,
32.634,190.34,32.634,0.3,32.634,0,32.634,5,32.634,0.04,,,,,,,
32.641,190.34,32.641,0.3,32.641,0,32.641,5,32.641,0.04,,,,,,,
32.648,190.34,32.648,0.3,32.648,0,32.648,5,32.648,0.04,,,,,,,
32.655,190.34,32.655,0.3,32.655,0,32.655,5,32.655,0.04,,,,,,,
32.662,190.34,32.662,0.3,32.662,0,32.662,5,32.662,0.04,,,,,,,
32.669,190.3374,32.669,0.3,32.669,0,32.669,5,32.669,0.04,,,,,,,
32.676,190.3332,32.676,0.3,32.676,0,32.676,5,32.676,0.04,,,,,,,
32.683,190.33,32.683,0.3,32.683,0,32.683,5,32.683,0.04,,,,,,,
32.69,190.33,32.69,0.3,32.69,0,32.69,5,32.69,0.04,,,,,,,
32.697,190.33,32.697,0.3,32.697,0,32.697,5,32.697,0.04,,,,,,,
32.704,190.33,32.704,0.3,32.704,0,32.704,5,32.704,0.04,,,,,,,
32.711,190.33,32.711,0.3,32.711,0,32.711,5,32.711,0.04,,,,,,,
32.718,190.328,32.718,0.3,32.718,0,32.718,5,32.718,0.04,,,,,,,
32.725,190.3238,32.725,0.3,32.725,0,32.725,5,32.725,0.04,,,,,,,
32.732,190.3196,32.732,0.3,32.732,0,32.732,5,32.732,0.04,,,,,,,
32.739,190.3154,32.739,0.3,32.739,0,32.739,5,32.739,0.04,,,,,,,
32.746,190.3112,32.746,0.3,32.746,0,32.746,5,32.746,0.04,,,,,,,
32.753,190.307,32.753,0.3,32.753,0,32.753,5,32.753,0.04,,,,,,,
32.76,190.3028,32.76,0.3,32.76,0,32.76,5,32.76,0.04,,,,,,,
32.767,190.3,32.767,0.3,32.767,0,32.767,5,32.767,0.04,,,,,,,
32.774,190.3,32.774,0.3,32.774,0,32.774,5,32.774,0.04,,,,,,,
32.781,190.3,32.781,0.3,32.781,0,32.781,5,32.781,0.04,,,,,,,
32.788,190.3,32.788,0.3,32.788,0,32.788,5,32.788,0.04,,,,,,,
32.795,190.3,32.795,0.3,32.795,0,32.795,5,32.795,0.04,,,,,,,
32.802,190.2976,32.802,0.3,32.802,0,32.802,5,32.802,0.04,,,,,,,
32.809,190.2934,32.809,0.3,32.809,0,32.809,5,32.809,0.04,,,,,,,
32.816,190.2892,32.816,0.3,32.816,0,32.816,5,32.816,0.04,,,,,,,
32.823,190.285,32.823,0.3,32.823,0,32.823,5,32.823,0.04,,,,,,,
32.83,190.2809,32.83,0.3,32.83,0,32.83,5,32.83,0.04,,,,,,,
32.837,190.28,32.837,0.3,32.837,0,32.837,5,32.837,0.04,,,,,,,
32.844,190.28,32.844,0.3,32.844,0,32.844,5,32.844,0.04,,,,,,,
32.851,190.28,32.851,0.3,32.851,0,32.851,5,32.851,0.04,,,,,,,
32.858,190.28,32.858,0.3,32.858,0,32.858,5,32.858,0.04,,,,,,,
32.865,190.2797,32.865,0.3,32.865,0,32.865,5,32.865,0.04,,,,,,,
32.871,190.2714,32.871,0.3,32.871,0,32.871,5,32.871,0.04,,,,,,,
32.878,190.263,32.878,0.3,32.878,0,32.878,5,32.878,0.04,,,,,,,
32.885,190.26,32.885,0.3,32.885,0,32.885,5,32.885,0.04,,,,,,,
32.892,190.26,32.892,0.3,32.892,0,32.892,5,32.892,0.04,,,,,,,
32.899,190.26,32.899,0.3,32.899,0,32.899,5,32.899,0.04,,,,,,,
32.906,190.26,32.906,0.3,32.906,0,32.906,5,32.906,0.04,,,,,,,
32.913,190.26,32.913,0.3,32.913,0,32.913,5,32.913,0.04,,,,,,,
32.92,190.2563,32.92,0.3,32.92,0,32.92,5,32.92,0.04,,,,,,,
32.927,190.2521,32.927,0.3,32.927,0,32.927,5,32.927,0.04,,,,,,,
32.934,190.2458,32.934,0.3,32.934,0,32.934,5,32.934,0.04,,,,,,,
32.941,190.2374,32.941,0.3,32.941,0,32.941,5,32.941,0.04,,,,,,,
32.948,190.23,32.948,0.3,32.948,0,32.948,5,32.948,0.04,,,,,,,
32.955,190.23,32.955,0.3,32.955,0,32.955,5,32.955,0.04,,,,,,,
32.962,190.23,32.962,0.3,32.962,0,32.962,5,32.962,0.04,,,,,,,
32.969,190.23,32.969,0.3,32.969,0,32.969,5,32.969,0.04,,,,,,,
32.976,190.23,32.976,0.3,32.976,0,32.976,5,32.976,0.04,,,,,,,
32.983,190.23,32.983,0.3,32.983,0,32.983,5,32.983,0.04,,,,,,,
32.99,190.23,32.99,0.3,32.99,0,32.99,5,32.99,0.04,,,,,,,
32.997,190.23,32.997,0.3,32.997,0,32.997,5,32.997,0.04,,,,,,,
33.004,190.2259,33.004,0.3,33.004,0,33.004,5,33.004,0.04,,,,,,,
33.011,190.2218,33.011,0.3,33.011,0,33.011,5,33.011,0.04,,,,,,,
33.018,190.22,33.018,0.3,33.018,0,33.018,5,33.018,0.04,,,,,,,
33.025,190.22,33.025,0.3,33.025,0,33.025,5,33.025,0.04,,,,,,,
33.032,190.22,33.032,0.3,33.032,0,33.032,5,33.032,0.04,,,,,,,
33.039,190.22,33.039,0.3,33.039,0,33.039,5,33.039,0.04,,,,,,,
33.046,190.22,33.046,0.3,33.046,0,33.046,5,33.046,0.04,,,,,,,
33.053,190.2166,33.053,0.3,33.053,0,33.053,5,33.053,0.04,,,,,,,
33.06,190.2124,33.06,0.3,33.06,0,33.06,5,33.06,0.04,,,,,,,
33.067,190.2082,33.067,0.3,33.067,0,33.067,5,33.067,0.04,,,,,,,
33.074,190.204,33.074,0.3,33.074,0,33.074,5,33.074,0.04,,,,,,,
33.081,190.2,33.081,0.3,33.081,0,33.081,5,33.081,0.04,,,,,,,
33.088,190.2,33.088,0.3,33.088,0,33.088,5,33.088,0.04,,,,,,,
33.095,190.2,33.095,0.3,33.095,0,33.095,5,33.095,0.04,,,,,,,
33.102,190.2,33.102,0.3,33.102,0,33.102,5,33.102,0.04,,,,,,,
33.109,190.2,33.109,0.3,33.109,0,33.109,5,33.109,0.04,,,,,,,
33.116,190.1988,33.116,0.3,33.116,0,33.116,5,33.116,0.04,,,,,,,
33.123,190.1946,33.123,0.3,33.123,0,33.123,5,33.123,0.04,,,,,,,
33.13,190.1904,33.13,0.3,33.13,0,33.13,5,33.13,0.04,,,,,,,
33.137,190.19,33.137,0.3,33.137,0,33.137,5,33.137,0.04,,,,,,,
33.144,190.19,33.144,0.3,33.144,0,33.144,5,33.144,0.04,,,,,,,
33.151,190.19,33.151,0.3,33.151,0,33.151,5,33.151,0.04,,,,,,,
33.158,190.19,33.158,0.3,33.158,0,33.158,5,33.158,0.04,,,,,,,
33.165,190.1894,33.165,0.3,33.165,0,33.165,5,33.165,0.04,,,,,,,
33.172,190.1852,33.172,0.3,33.172,0,33.172,5,33.172,0.04,,,,,,,
33.179,190.1811,33.179,0.3,33.179,0,33.179,5,33.179,0.04,,,,,,,
33.186,190.1768,33.186,0.3,33.186,0,33.186,5,33.186,0.04,,,,,,,
33.193,190.1726,33.193,0.3,33.193,0,33.193,5,33.193,0.04,,,,,,,
33.2,190.1684,33.2,0.3,33.2,0,33.2,5,33.2,0.04,,,,,,,
33.207,190.1642,33.207,0.3,33.207,0,33.207,5,33.207,0.04,,,,,,,
33.214,190.1601,33.214,0.3,33.214,0,33.214,5,33.214,0.04,,,,,,,
33.221,190.16,33.221,0.3,33.221,0,33.221,5,33.221,0.04,,,,,,,
33.228,190.16,33.228,0.3,33.228,0,33.228,5,33.228,0.04,,,,,,,
33.235,190.16,33.235,0.3,33.235,0,33.235,5,33.235,0.04,,,,,,,
33.242,190.16,33.242,0.3,33.242,0,33.242,5,33.242,0.04,,,,,,,
33.249,190.1591,33.249,0.3,33.249,0,33.249,5,33.249,0.04,,,,,,,
33.256,190.1549,33.256,0.3,33.256,0,33.256,5,33.256,0.04,,,,,,,
33.263,190.1507,33.263,0.3,33.263,0,33.263,5,33.263,0.04,,,,,,,
33.27,190.15,33.27,0.3,33.27,0,33.27,5,33.27,0.04,,,,,,,
33.277,190.15,33.277,0.3,33.277,0,33.277,5,33.277,0.04,,,,,,,
33.284,190.15,33.284,0.3,33.284,0,33.284,5,33.284,0.04,,,,,,,
33.291,190.15,33.291,0.3,33.291,0,33.291,5,33.291,0.04,,,,,,,
33.298,190.1497,33.298,0.3,33.298,0,33.298,5,33.298,0.04,,,,,,,
33.305,190.1455,33.305,0.3,33.305,0,33.305,5,33.305,0.04,,,,,,,
33.312,190.1413,33.312,0.3,33.312,0,33.312,5,33.312,0.04,,,,,,,
33.319,190.1343,33.319,0.3,33.319,0,33.319,5,33.319,0.04,,,,,,,
33.326,190.1259,33.326,0.3,33.326,0,33.326,5,33.326,0.04,,,,,,,
33.333,190.12,33.333,0.3,33.333,0,33.333,5,33.333,0.04,,,,,,,
33.34,190.12,33.34,0.3,33.34,0,33.34,5,33.34,0.04,,,,,,,
33.347,190.12,33.347,0.3,33.347,0,33.347,5,33.347,0.04,,,,,,,
33.354,190.12,33.354,0.3,33.354,0,33.354,5,33.354,0.04,,,,,,,
33.361,190.12,33.361,0.3,33.361,0,33.361,5,33.361,0.04,,,,,,,
33.368,190.1178,33.368,0.3,33.368,0,33.368,5,33.368,0.04,,,,,,,
33.375,190.1136,33.375,0.3,33.375,0,33.375,5,33.375,0.04,,,,,,,
33.382,190.1094,33.382,0.3,33.382,0,33.382,5,33.382,0.04,,,,,,,
33.389,190.1052,33.389,0.3,33.389,0,33.389,5,33.389,0.04,,,,,,,
